time,ACE
2024-01-24 15:45:30,-271.92
2024-01-24 15:45:45,-193.61
2024-01-24 15:46:00,-131.15
2024-01-24 15:46:15,-52.92
2024-01-24 15:46:30,18.81
2024-01-24 15:46:45,64.32
2024-01-24 15:47:00,23.66
2024-01-24 15:47:15,61.34
2024-01-24 15:47:30,16.29
2024-01-24 15:47:45,82.01
2024-01-24 15:48:00,78.96
2024-01-24 15:48:15,40.48
2024-01-24 15:48:30,69.76
2024-01-24 15:48:45,46.0
2024-01-24 15:49:00,33.21
2024-01-24 15:49:15,-10.69
2024-01-24 15:49:30,-47.52
2024-01-24 15:49:45,-60.6
2024-01-24 15:50:00,-22.93
2024-01-24 15:50:15,28.5
2024-01-24 15:50:30,62.34
2024-01-24 15:50:45,60.33
2024-01-24 15:51:00,29.44
2024-01-24 15:51:15,42.39
2024-01-24 15:51:30,7.39
2024-01-24 15:51:45,-9.22
2024-01-24 15:52:00,-62.25
2024-01-24 15:52:15,-72.34
2024-01-24 15:52:30,47.49
2024-01-24 15:52:45,7.88
2024-01-24 15:53:00,-13.79
2024-01-24 15:53:15,12.57
2024-01-24 15:53:30,96.92
2024-01-24 15:53:45,112.94
2024-01-24 15:54:00,30.13
2024-01-24 15:54:15,24.16
2024-01-24 15:54:30,7.48
2024-01-24 15:54:45,0.75
2024-01-24 15:55:00,-46.49
2024-01-24 15:55:15,-94.66
2024-01-24 15:55:30,40.73
2024-01-24 15:55:45,147.33
2024-01-24 15:56:00,71.27
2024-01-24 15:56:15,128.92
2024-01-24 15:56:30,137.36
2024-01-24 15:56:45,42.79
2024-01-24 15:57:00,3.57
2024-01-24 15:57:15,-60.64
2024-01-24 15:57:30,24.34
2024-01-24 15:57:45,64.33
2024-01-24 15:58:00,156.86
2024-01-24 15:58:15,79.83
2024-01-24 15:58:30,212.83
2024-01-24 15:58:45,270.61
2024-01-24 15:59:00,231.96
2024-01-24 15:59:15,154.0
2024-01-24 15:59:30,209.17
2024-01-24 15:59:45,161.03
2024-01-24 16:00:00,195.77
2024-01-24 16:00:15,245.77
2024-01-24 16:00:30,225.32
2024-01-24 16:00:45,135.87
2024-01-24 16:01:00,191.61
2024-01-24 16:01:15,165.56
2024-01-24 16:01:30,90.48
2024-01-24 16:01:45,33.33
2024-01-24 16:02:00,157.91
2024-01-24 16:02:15,105.96
2024-01-24 16:02:30,139.26
2024-01-24 16:02:45,41.71
2024-01-24 16:03:00,-9.0
2024-01-24 16:03:15,-105.6
2024-01-24 16:03:30,-121.7
2024-01-24 16:03:45,-76.51
2024-01-24 16:04:00,-40.83
2024-01-24 16:04:15,-133.96
2024-01-24 16:04:30,-150.43
2024-01-24 16:04:45,-89.06
2024-01-24 16:05:00,-2.27
2024-01-24 16:05:15,-84.53
2024-01-24 16:05:30,-102.98
2024-01-24 16:05:45,-103.7
2024-01-24 16:06:00,-188.45
2024-01-24 16:06:15,-169.76
2024-01-24 16:06:30,-11.77
2024-01-24 16:06:45,-9.5
2024-01-24 16:07:00,-47.0
2024-01-24 16:07:15,-97.5
2024-01-24 16:07:30,-113.65
2024-01-24 16:07:45,-205.47
2024-01-24 16:08:00,-189.0
2024-01-24 16:08:15,-188.45
2024-01-24 16:08:30,-94.59
2024-01-24 16:08:45,1.97
2024-01-24 16:09:00,51.79
2024-01-24 16:09:15,32.01
2024-01-24 16:09:30,35.65
2024-01-24 16:09:45,103.7
2024-01-24 16:10:00,28.89
2024-01-24 16:10:15,-51.33
2024-01-24 16:10:30,-114.53
2024-01-24 16:10:45,-78.07
2024-01-24 16:11:00,-86.37
2024-01-24 16:11:15,-86.23
2024-01-24 16:11:30,59.93
2024-01-24 16:11:45,17.99
2024-01-24 16:12:00,-64.37
2024-01-24 16:12:15,-146.58
2024-01-24 16:12:30,-209.89
2024-01-24 16:12:45,-244.53
2024-01-24 16:13:00,-324.66
2024-01-24 16:13:15,-317.81
2024-01-24 16:13:30,-225.53
2024-01-24 16:13:45,-199.73
2024-01-24 16:14:00,-107.8
2024-01-24 16:14:15,-109.58
2024-01-24 16:14:30,-116.14
2024-01-24 16:14:45,-85.62
2024-01-24 16:15:00,-120.62
2024-01-24 16:15:15,-55.78
2024-01-24 16:15:30,11.18
2024-01-24 16:15:45,-43.76
2024-01-24 16:16:00,88.34
2024-01-24 16:16:15,118.0
2024-01-24 16:16:30,267.36
2024-01-24 16:16:45,331.21
2024-01-24 16:17:00,326.94
2024-01-24 16:17:15,482.46
2024-01-24 16:17:30,583.31
2024-01-24 16:17:45,603.57
2024-01-24 16:18:00,569.07
2024-01-24 16:18:15,478.64
2024-01-24 16:18:30,392.53
2024-01-24 16:18:45,345.35
2024-01-24 16:19:00,326.62
2024-01-24 16:19:15,361.23
2024-01-24 16:19:30,354.63
2024-01-24 16:19:45,317.88
2024-01-24 16:20:00,239.21
2024-01-24 16:20:15,281.39
2024-01-24 16:20:30,196.05
2024-01-24 16:20:45,120.48
2024-01-24 16:21:00,80.87
2024-01-24 16:21:15,153.31
2024-01-24 16:21:30,205.68
2024-01-24 16:21:45,205.97
2024-01-24 16:22:00,224.88
2024-01-24 16:22:15,187.17
2024-01-24 16:22:30,137.77
2024-01-24 16:22:45,220.4
2024-01-24 16:23:00,291.74
2024-01-24 16:23:15,251.5
2024-01-24 16:23:30,125.66
2024-01-24 16:23:45,65.14
2024-01-24 16:24:00,63.47
2024-01-24 16:24:15,103.43
2024-01-24 16:24:30,202.08
2024-01-24 16:24:45,245.46
2024-01-24 16:25:00,178.25
2024-01-24 16:25:15,162.96
2024-01-24 16:25:30,214.15
2024-01-24 16:25:45,171.45
2024-01-24 16:26:00,151.56
2024-01-24 16:26:15,15.18
2024-01-24 16:26:30,165.51
2024-01-24 16:26:45,274.99
2024-01-24 16:27:00,334.57
2024-01-24 16:27:15,337.94
2024-01-24 16:27:30,200.56
2024-01-24 16:27:45,201.33
2024-01-24 16:28:00,169.77
2024-01-24 16:28:15,141.39
2024-01-24 16:28:30,181.99
2024-01-24 16:28:45,165.33
2024-01-24 16:29:00,180.96
2024-01-24 16:29:15,127.36
2024-01-24 16:29:30,194.22
2024-01-24 16:29:45,193.92
2024-01-24 16:30:00,181.0
2024-01-24 16:30:15,154.89
2024-01-24 16:30:30,149.33
2024-01-24 16:30:45,183.47
2024-01-24 16:31:00,185.27
2024-01-24 16:31:15,218.24
2024-01-24 16:31:30,225.53
2024-01-24 16:31:45,144.69
2024-01-24 16:32:00,103.93
2024-01-24 16:32:15,25.7
2024-01-24 16:32:30,-68.24
2024-01-24 16:32:45,-112.73
2024-01-24 16:33:00,-82.05
2024-01-24 16:33:15,13.28
2024-01-24 16:33:30,69.38
2024-01-24 16:33:45,21.97
2024-01-24 16:34:00,-123.68
2024-01-24 16:34:15,-197.43
2024-01-24 16:34:30,-145.25
2024-01-24 16:34:45,-97.99
2024-01-24 16:35:00,-96.1
2024-01-24 16:35:15,-114.48
2024-01-24 16:35:30,-155.95
2024-01-24 16:35:45,-163.26
2024-01-24 16:36:00,-38.01
2024-01-24 16:36:15,-18.51
2024-01-24 16:36:30,-54.74
2024-01-24 16:36:45,-53.15
2024-01-24 16:37:00,-146.93
2024-01-24 16:37:15,-118.08
2024-01-24 16:37:30,54.11
2024-01-24 16:37:45,97.61
2024-01-24 16:38:00,102.22
2024-01-24 16:38:15,-9.62
2024-01-24 16:38:30,10.6
2024-01-24 16:38:45,-97.29
2024-01-24 16:39:00,-87.9
2024-01-24 16:39:15,-13.19
2024-01-24 16:39:30,-25.91
2024-01-24 16:39:45,-57.77
2024-01-24 16:40:00,-27.32
2024-01-24 16:40:15,-82.51
2024-01-24 16:40:30,-77.5
2024-01-24 16:40:45,-50.06
2024-01-24 16:41:00,-99.71
2024-01-24 16:41:15,-195.97
2024-01-24 16:41:30,-158.72
2024-01-24 16:41:45,-171.78
2024-01-24 16:42:00,-189.08
2024-01-24 16:42:15,-149.08
2024-01-24 16:42:30,-155.71
2024-01-24 16:42:45,-167.79
2024-01-24 16:43:00,-217.28
2024-01-24 16:43:15,-244.14
2024-01-24 16:43:30,-228.06
2024-01-24 16:43:45,-175.87
2024-01-24 16:44:00,-151.76
2024-01-24 16:44:15,-114.2
2024-01-24 16:44:30,-83.25
2024-01-24 16:44:45,-63.21
2024-01-24 16:45:00,56.36
2024-01-24 16:45:15,65.9
2024-01-24 16:45:30,48.44
2024-01-24 16:45:45,-8.39
2024-01-24 16:46:00,-63.94
2024-01-24 16:46:15,-22.66
2024-01-24 16:46:30,-17.44
2024-01-24 16:46:45,-49.82
2024-01-24 16:47:00,-126.96
2024-01-24 16:47:15,-146.03
2024-01-24 16:47:30,-134.69
2024-01-24 16:47:45,-96.95
2024-01-24 16:48:00,-59.38
2024-01-24 16:48:15,-35.69
2024-01-24 16:48:30,13.83
2024-01-24 16:48:45,60.37
2024-01-24 16:49:00,113.95
2024-01-24 16:49:15,39.72
2024-01-24 16:49:30,-15.19
2024-01-24 16:49:45,-124.62
2024-01-24 16:50:00,-89.97
2024-01-24 16:50:15,-141.53
2024-01-24 16:50:30,-102.17
2024-01-24 16:50:45,-85.77
2024-01-24 16:51:00,0.38
2024-01-24 16:51:15,91.87
2024-01-24 16:51:30,51.59
2024-01-24 16:51:45,35.34
2024-01-24 16:52:00,-36.0
2024-01-24 16:52:15,-5.05
2024-01-24 16:52:30,116.58
2024-01-24 16:52:45,146.26
2024-01-24 16:53:00,130.1
2024-01-24 16:53:15,93.5
2024-01-24 16:53:30,64.53
2024-01-24 16:53:45,14.85
2024-01-24 16:54:00,-54.28
2024-01-24 16:54:15,-132.27
2024-01-24 16:54:30,-46.37
2024-01-24 16:54:45,43.66
2024-01-24 16:55:00,69.2
2024-01-24 16:55:15,35.09
2024-01-24 16:55:30,0.9
2024-01-24 16:55:45,-92.42
2024-01-24 16:56:00,-82.37
2024-01-24 16:56:15,-115.09
2024-01-24 16:56:30,-104.11
2024-01-24 16:56:45,-45.99
2024-01-24 16:57:00,3.34
2024-01-24 16:57:15,-90.1
2024-01-24 16:57:30,-23.1
2024-01-24 16:57:45,36.45
2024-01-24 16:58:00,37.49
2024-01-24 16:58:15,50.35
2024-01-24 16:58:30,74.84
2024-01-24 16:58:45,63.04
2024-01-24 16:59:00,-0.64
2024-01-24 16:59:15,-123.78
2024-01-24 16:59:30,-84.35
2024-01-24 16:59:45,-51.43
2024-01-24 17:00:00,53.46
2024-01-24 17:00:15,103.41
2024-01-24 17:00:30,113.33
2024-01-24 17:00:45,170.19
2024-01-24 17:01:00,177.19
2024-01-24 17:01:15,176.0
2024-01-24 17:01:30,230.32
2024-01-24 17:01:45,141.88
2024-01-24 17:02:00,143.67
2024-01-24 17:02:15,250.0
2024-01-24 17:02:30,208.71
2024-01-24 17:02:45,180.36
2024-01-24 17:03:00,228.37
2024-01-24 17:03:15,227.31
2024-01-24 17:03:30,294.94
2024-01-24 17:03:45,282.34
2024-01-24 17:04:00,272.89
2024-01-24 17:04:15,195.25
2024-01-24 17:04:30,132.8
2024-01-24 17:04:45,45.68
2024-01-24 17:05:00,91.64
2024-01-24 17:05:15,129.43
2024-01-24 17:05:30,198.92
2024-01-24 17:05:45,155.09
2024-01-24 17:06:00,119.28
2024-01-24 17:06:15,8.23
2024-01-24 17:06:30,-12.14
2024-01-24 17:06:45,-29.6
2024-01-24 17:07:00,45.78
2024-01-24 17:07:15,155.83
2024-01-24 17:07:30,143.2
2024-01-24 17:07:45,161.62
2024-01-24 17:08:00,71.12
2024-01-24 17:08:15,-43.11
2024-01-24 17:08:30,-44.0
2024-01-24 17:08:45,-14.25
2024-01-24 17:09:00,3.24
2024-01-24 17:09:15,51.95
2024-01-24 17:09:30,67.7
2024-01-24 17:09:45,34.39
2024-01-24 17:10:00,24.84
2024-01-24 17:10:15,-9.99
2024-01-24 17:10:30,-90.38
2024-01-24 17:10:45,-79.7
2024-01-24 17:11:00,-120.59
2024-01-24 17:11:15,-165.56
2024-01-24 17:11:30,-108.44
2024-01-24 17:11:45,-164.41
2024-01-24 17:12:00,-171.71
2024-01-24 17:12:15,-118.92
2024-01-24 17:12:30,-24.69
2024-01-24 17:12:45,-34.81
2024-01-24 17:13:00,-54.74
2024-01-24 17:13:15,-110.12
2024-01-24 17:13:30,-139.67
2024-01-24 17:13:45,-115.99
2024-01-24 17:14:00,-118.64
2024-01-24 17:14:15,-125.65
2024-01-24 17:14:30,-208.64
2024-01-24 17:14:45,-139.85
2024-01-24 17:15:00,-146.73
2024-01-24 17:15:15,-155.33
2024-01-24 17:15:30,-174.66
2024-01-24 17:15:45,-189.93
2024-01-24 17:16:00,-114.32
2024-01-24 17:16:15,-123.86
2024-01-24 17:16:30,-161.72
2024-01-24 17:16:45,-184.75
2024-01-24 17:17:00,-272.28
2024-01-24 17:17:15,-385.13
2024-01-24 17:17:30,-404.31
2024-01-24 17:17:45,-475.97
2024-01-24 17:18:00,-529.8
2024-01-24 17:18:15,-590.53
2024-01-24 17:18:30,-585.85
2024-01-24 17:18:45,-587.73
2024-01-24 17:19:00,-617.41
2024-01-24 17:19:15,-618.59
2024-01-24 17:19:30,-523.03
2024-01-24 17:19:45,-528.22
2024-01-24 17:20:00,-433.49
2024-01-24 17:20:15,-447.95
2024-01-24 17:20:30,-430.0
2024-01-24 17:20:45,-344.07
2024-01-24 17:21:00,-327.29
2024-01-24 17:21:15,-269.03
2024-01-24 17:21:30,-294.12
2024-01-24 17:21:45,-256.97
2024-01-24 17:22:00,-209.96
2024-01-24 17:22:15,-178.52
2024-01-24 17:22:30,-160.04
2024-01-24 17:22:45,-223.33
2024-01-24 17:23:00,-286.32
2024-01-24 17:23:15,-250.19
2024-01-24 17:23:30,-123.36
2024-01-24 17:23:45,-163.54
2024-01-24 17:24:00,-154.34
2024-01-24 17:24:15,-104.8
2024-01-24 17:24:30,-227.15
2024-01-24 17:24:45,-289.03
2024-01-24 17:25:00,-358.61
2024-01-24 17:25:15,-349.56
2024-01-24 17:25:30,-268.71
2024-01-24 17:25:45,-240.8
2024-01-24 17:26:00,-256.3
2024-01-24 17:26:15,-210.54
2024-01-24 17:26:30,-219.05
2024-01-24 17:26:45,-171.99
2024-01-24 17:27:00,-90.29
2024-01-24 17:27:15,-22.12
2024-01-24 17:27:30,-1.48
2024-01-24 17:27:45,-25.75
2024-01-24 17:28:00,-7.16
2024-01-24 17:28:15,47.15
2024-01-24 17:28:30,76.72
2024-01-24 17:28:45,80.65
2024-01-24 17:29:00,18.31
2024-01-24 17:29:15,-97.62
2024-01-24 17:29:30,-140.09
2024-01-24 17:29:45,-119.66
2024-01-24 17:30:00,-131.7
2024-01-24 17:30:15,-235.66
2024-01-24 17:30:30,-260.95
2024-01-24 17:30:45,-213.53
2024-01-24 17:31:00,-144.81
2024-01-24 17:31:15,-145.55
2024-01-24 17:31:30,-102.38
2024-01-24 17:31:45,-165.14
2024-01-24 17:32:00,-215.56
2024-01-24 17:32:15,-244.11
2024-01-24 17:32:30,-183.37
2024-01-24 17:32:45,-156.0
2024-01-24 17:33:00,-116.95
2024-01-24 17:33:15,-140.11
2024-01-24 17:33:30,-182.59
2024-01-24 17:33:45,-111.69
2024-01-24 17:34:00,-110.08
2024-01-24 17:34:15,-117.59
2024-01-24 17:34:30,-231.21
2024-01-24 17:34:45,-189.32
2024-01-24 17:35:00,-139.22
2024-01-24 17:35:15,-106.5
2024-01-24 17:35:30,-28.07
2024-01-24 17:35:45,17.14
2024-01-24 17:36:00,-23.36
2024-01-24 17:36:15,-36.96
2024-01-24 17:36:30,-67.71
2024-01-24 17:36:45,1.4
2024-01-24 17:37:00,-19.02
2024-01-24 17:37:15,10.62
2024-01-24 17:37:30,37.02
2024-01-24 17:37:45,69.72
2024-01-24 17:38:00,83.8
2024-01-24 17:38:15,86.28
2024-01-24 17:38:30,102.05
2024-01-24 17:38:45,181.37
2024-01-24 17:39:00,142.58
2024-01-24 17:39:15,90.28
2024-01-24 17:39:30,-27.48
2024-01-24 17:39:45,43.68
2024-01-24 17:40:00,44.37
2024-01-24 17:40:15,-38.4
2024-01-24 17:40:30,-114.18
2024-01-24 17:40:45,-90.59
2024-01-24 17:41:00,-149.63
2024-01-24 17:41:15,-218.65
2024-01-24 17:41:30,-332.85
2024-01-24 17:41:45,-326.4
2024-01-24 17:42:00,-243.26
2024-01-24 17:42:15,-172.29
2024-01-24 17:42:30,-47.3
2024-01-24 17:42:45,20.6
2024-01-24 17:43:00,48.24
2024-01-24 17:43:15,2.71
2024-01-24 17:43:30,-12.74
2024-01-24 17:43:45,24.04
2024-01-24 17:44:00,87.33
2024-01-24 17:44:15,149.81
2024-01-24 17:44:30,182.62
2024-01-24 17:44:45,112.01
2024-01-24 17:45:00,-43.23
2024-01-24 17:45:15,4.35
2024-01-24 17:45:30,-1.13
2024-01-24 17:45:45,88.03
2024-01-24 17:46:00,117.38
2024-01-24 17:46:15,30.64
2024-01-24 17:46:30,0.26
2024-01-24 17:46:45,-53.57
2024-01-24 17:47:00,-109.35
2024-01-24 17:47:15,-179.03
2024-01-24 17:47:30,-96.73
2024-01-24 17:47:45,-14.37
2024-01-24 17:48:00,-82.91
2024-01-24 17:48:15,-50.41
2024-01-24 17:48:30,-72.89
2024-01-24 17:48:45,3.8
2024-01-24 17:49:00,100.83
2024-01-24 17:49:15,225.46
2024-01-24 17:49:30,223.39
2024-01-24 17:49:45,215.72
2024-01-24 17:50:00,202.39
2024-01-24 17:50:15,31.92
2024-01-24 17:50:30,82.69
2024-01-24 17:50:45,83.58
2024-01-24 17:51:00,43.91
2024-01-24 17:51:15,138.16
2024-01-24 17:51:30,223.24
2024-01-24 17:51:45,358.72
2024-01-24 17:52:00,326.07
2024-01-24 17:52:15,329.55
2024-01-24 17:52:30,261.23
2024-01-24 17:52:45,216.01
2024-01-24 17:53:00,161.54
2024-01-24 17:53:15,170.22
2024-01-24 17:53:30,170.56
2024-01-24 17:53:45,217.93
2024-01-24 17:54:00,185.97
2024-01-24 17:54:15,
2024-01-24 17:54:30,226.16
2024-01-24 17:54:45,269.83
2024-01-24 17:55:00,202.91
2024-01-24 17:55:15,123.02
2024-01-24 17:55:30,212.9
2024-01-24 17:55:45,250.22
2024-01-24 17:56:00,195.81
2024-01-24 17:56:15,220.22
2024-01-24 17:56:30,222.27
2024-01-24 17:56:45,228.73
2024-01-24 17:57:00,271.81
2024-01-24 17:57:15,315.61
2024-01-24 17:57:30,377.31
2024-01-24 17:57:45,354.3
2024-01-24 17:58:00,316.73
2024-01-24 17:58:15,242.68
2024-01-24 17:58:30,336.07
2024-01-24 17:58:45,290.67
2024-01-24 17:59:00,268.45
2024-01-24 17:59:15,318.78
2024-01-24 17:59:30,385.75
2024-01-24 17:59:45,345.4
2024-01-24 18:00:00,
2024-01-24 18:00:15,166.27
2024-01-24 18:00:30,195.34
2024-01-24 18:00:45,262.27
2024-01-24 18:01:00,263.7
2024-01-24 18:01:15,295.66
2024-01-24 18:01:30,302.04
2024-01-24 18:01:45,231.46
2024-01-24 18:02:00,157.08
2024-01-24 18:02:15,156.99
2024-01-24 18:02:30,160.33
2024-01-24 18:02:45,210.72
2024-01-24 18:03:00,220.22
2024-01-24 18:03:15,296.34
2024-01-24 18:03:30,213.58
2024-01-24 18:03:45,200.4
2024-01-24 18:04:00,193.17
2024-01-24 18:04:15,129.4
2024-01-24 18:04:30,159.9
2024-01-24 18:04:45,151.28
2024-01-24 18:05:00,115.36
2024-01-24 18:05:15,14.72
2024-01-24 18:05:30,-15.25
2024-01-24 18:05:45,4.91
2024-01-24 18:06:00,6.74
2024-01-24 18:06:15,113.56
2024-01-24 18:06:30,178.85
2024-01-24 18:06:45,249.38
2024-01-24 18:07:00,302.57
2024-01-24 18:07:15,259.85
2024-01-24 18:07:30,271.65
2024-01-24 18:07:45,252.44
2024-01-24 18:08:00,176.05
2024-01-24 18:08:15,182.22
2024-01-24 18:08:30,94.58
2024-01-24 18:08:45,135.5
2024-01-24 18:09:00,200.24
2024-01-24 18:09:15,180.13
2024-01-24 18:09:30,177.34
2024-01-24 18:09:45,112.05
2024-01-24 18:10:00,-22.04
2024-01-24 18:10:15,-30.76
2024-01-24 18:10:30,17.93
2024-01-24 18:10:45,15.42
2024-01-24 18:11:00,66.72
2024-01-24 18:11:15,125.18
2024-01-24 18:11:30,157.13
2024-01-24 18:11:45,175.6
2024-01-24 18:12:00,124.79
2024-01-24 18:12:15,42.86
2024-01-24 18:12:30,34.75
2024-01-24 18:12:45,-39.8
2024-01-24 18:13:00,-26.42
2024-01-24 18:13:15,22.83
2024-01-24 18:13:30,13.7
2024-01-24 18:13:45,1.71
2024-01-24 18:14:00,24.64
2024-01-24 18:14:15,6.02
2024-01-24 18:14:30,-99.75
2024-01-24 18:14:45,-131.48
2024-01-24 18:15:00,-45.09
2024-01-24 18:15:15,59.88
2024-01-24 18:15:30,104.62
2024-01-24 18:15:45,48.45
2024-01-24 18:16:00,-5.9
2024-01-24 18:16:15,-105.62
2024-01-24 18:16:30,-151.19
2024-01-24 18:16:45,-132.49
2024-01-24 18:17:00,-46.19
2024-01-24 18:17:15,6.22
2024-01-24 18:17:30,122.04
2024-01-24 18:17:45,27.78
2024-01-24 18:18:00,-23.77
2024-01-24 18:18:15,-132.11
2024-01-24 18:18:30,-265.94
2024-01-24 18:18:45,-296.32
2024-01-24 18:19:00,-245.3
2024-01-24 18:19:15,-165.78
2024-01-24 18:19:30,-63.37
2024-01-24 18:19:45,-72.57
2024-01-24 18:20:00,-117.36
2024-01-24 18:20:15,-236.65
2024-01-24 18:20:30,-245.75
2024-01-24 18:20:45,-213.9
2024-01-24 18:21:00,-206.59
2024-01-24 18:21:15,-206.93
2024-01-24 18:21:30,-191.8
2024-01-24 18:21:45,-147.24
2024-01-24 18:22:00,23.86
2024-01-24 18:22:15,107.61
2024-01-24 18:22:30,68.33
2024-01-24 18:22:45,-188.94
2024-01-24 18:23:00,-55.15
2024-01-24 18:23:15,-18.53
2024-01-24 18:23:30,62.95
2024-01-24 18:23:45,103.36
2024-01-24 18:24:00,-32.74
2024-01-24 18:24:15,-69.21
2024-01-24 18:24:30,-118.56
2024-01-24 18:24:45,-59.34
2024-01-24 18:25:00,-13.09
2024-01-24 18:25:15,-21.95
2024-01-24 18:25:30,11.47
2024-01-24 18:25:45,-6.66
2024-01-24 18:26:00,-52.89
2024-01-24 18:26:15,-63.17
2024-01-24 18:26:30,-56.57
2024-01-24 18:26:45,-7.84
2024-01-24 18:27:00,78.28
2024-01-24 18:27:15,-29.15
2024-01-24 18:27:30,24.01
2024-01-24 18:27:45,143.51
2024-01-24 18:28:00,203.21
2024-01-24 18:28:15,193.55
2024-01-24 18:28:30,231.6
2024-01-24 18:28:45,143.73
2024-01-24 18:29:00,48.69
2024-01-24 18:29:15,82.38
2024-01-24 18:29:30,131.52
2024-01-24 18:29:45,165.72
2024-01-24 18:30:00,235.29
2024-01-24 18:30:15,107.28
2024-01-24 18:30:30,23.05
2024-01-24 18:30:45,-66.71
2024-01-24 18:31:00,-93.98
2024-01-24 18:31:15,-100.31
2024-01-24 18:31:30,-27.79
2024-01-24 18:31:45,51.07
2024-01-24 18:32:00,120.58
2024-01-24 18:32:15,173.63
2024-01-24 18:32:30,185.94
2024-01-24 18:32:45,196.85
2024-01-24 18:33:00,66.23
2024-01-24 18:33:15,128.83
2024-01-24 18:33:30,112.36
2024-01-24 18:33:45,111.88
2024-01-24 18:34:00,81.87
2024-01-24 18:34:15,-26.43
2024-01-24 18:34:30,-17.15
2024-01-24 18:34:45,66.8
2024-01-24 18:35:00,92.43
2024-01-24 18:35:15,86.2
2024-01-24 18:35:30,27.42
2024-01-24 18:35:45,-6.32
2024-01-24 18:36:00,5.45
2024-01-24 18:36:15,-11.19
2024-01-24 18:36:30,16.71
2024-01-24 18:36:45,60.83
2024-01-24 18:37:00,60.44
2024-01-24 18:37:15,-7.98
2024-01-24 18:37:30,-136.12
2024-01-24 18:37:45,-113.64
2024-01-24 18:38:00,8.54
2024-01-24 18:38:15,145.31
2024-01-24 18:38:30,69.77
2024-01-24 18:38:45,-45.99
2024-01-24 18:39:00,-78.59
2024-01-24 18:39:15,-75.31
2024-01-24 18:39:30,-38.04
2024-01-24 18:39:45,-11.59
2024-01-24 18:40:00,139.19
2024-01-24 18:40:15,221.05
2024-01-24 18:40:30,194.67
2024-01-24 18:40:45,112.65
2024-01-24 18:41:00,61.1
2024-01-24 18:41:15,-141.24
2024-01-24 18:41:30,-145.59
2024-01-24 18:41:45,-67.46
2024-01-24 18:42:00,6.98
2024-01-24 18:42:15,79.86
2024-01-24 18:42:30,34.13
2024-01-24 18:42:45,-64.64
2024-01-24 18:43:00,-146.75
2024-01-24 18:43:15,-129.95
2024-01-24 18:43:30,-87.13
2024-01-24 18:43:45,-45.7
2024-01-24 18:44:00,-65.1
2024-01-24 18:44:15,-33.81
2024-01-24 18:44:30,-45.43
2024-01-24 18:44:45,66.15
2024-01-24 18:45:00,145.02
2024-01-24 18:45:15,103.21
2024-01-24 18:45:30,53.03
2024-01-24 18:45:45,-27.05
2024-01-24 18:46:00,-42.62
2024-01-24 18:46:15,58.7
2024-01-24 18:46:30,156.75
2024-01-24 18:46:45,234.6
2024-01-24 18:47:00,277.63
2024-01-24 18:47:15,208.24
2024-01-24 18:47:30,142.67
2024-01-24 18:47:45,-19.02
2024-01-24 18:48:00,-36.07
2024-01-24 18:48:15,-18.56
2024-01-24 18:48:30,-60.77
2024-01-24 18:48:45,67.21
2024-01-24 18:49:00,7.11
2024-01-24 18:49:15,-34.95
2024-01-24 18:49:30,-93.92
2024-01-24 18:49:45,-94.19
2024-01-24 18:50:00,73.37
2024-01-24 18:50:15,96.91
2024-01-24 18:50:30,158.42
2024-01-24 18:50:45,250.92
2024-01-24 18:51:00,269.83
2024-01-24 18:51:15,239.02
2024-01-24 18:51:30,287.5
2024-01-24 18:51:45,220.98
2024-01-24 18:52:00,186.64
2024-01-24 18:52:15,109.63
2024-01-24 18:52:30,62.18
2024-01-24 18:52:45,0.78
2024-01-24 18:53:00,22.3
2024-01-24 18:53:15,30.68
2024-01-24 18:53:30,144.65
2024-01-24 18:53:45,118.73
2024-01-24 18:54:00,85.79
2024-01-24 18:54:15,79.53
2024-01-24 18:54:30,59.38
2024-01-24 18:54:45,117.15
2024-01-24 18:55:00,110.86
2024-01-24 18:55:15,65.1
2024-01-24 18:55:30,-8.92
2024-01-24 18:55:45,-1.82
2024-01-24 18:56:00,-25.95
2024-01-24 18:56:15,-14.37
2024-01-24 18:56:30,-40.26
2024-01-24 18:56:45,-126.67
2024-01-24 18:57:00,-10.27
2024-01-24 18:57:15,60.2
2024-01-24 18:57:30,93.63
2024-01-24 18:57:45,20.93
2024-01-24 18:58:00,59.43
2024-01-24 18:58:15,23.55
2024-01-24 18:58:30,-124.84
2024-01-24 18:58:45,-134.39
2024-01-24 18:59:00,-211.67
2024-01-24 18:59:15,-289.38
2024-01-24 18:59:30,-258.92
2024-01-24 18:59:45,-196.02
2024-01-24 19:00:00,-107.59
2024-01-24 19:00:15,-104.12
2024-01-24 19:00:30,-80.4
2024-01-24 19:00:45,-9.54
2024-01-24 19:01:00,31.86
2024-01-24 19:01:15,-63.36
2024-01-24 19:01:30,-105.61
2024-01-24 19:01:45,-108.69
2024-01-24 19:02:00,-73.92
2024-01-24 19:02:15,-69.57
2024-01-24 19:02:30,49.9
2024-01-24 19:02:45,5.64
2024-01-24 19:03:00,0.16
2024-01-24 19:03:15,21.5
2024-01-24 19:03:30,62.53
2024-01-24 19:03:45,8.83
2024-01-24 19:04:00,-13.7
2024-01-24 19:04:15,-18.09
2024-01-24 19:04:30,-18.26
2024-01-24 19:04:45,32.45
2024-01-24 19:05:00,101.19
2024-01-24 19:05:15,23.47
2024-01-24 19:05:30,20.17
