date,value
2014-09-26 08:00:00,35.25
2014-09-26 05:00:00,35.93
2014-09-29 08:00:00,35.35
2014-09-29 05:00:00,35.03
2014-09-30 08:00:00,35.05
2014-09-30 05:00:00,35.48
2014-10-01 08:00:00,34.72
2014-10-01 05:00:00,34.39
2014-10-02 08:00:00,34.47
2014-10-02 05:00:00,33.93
2014-10-03 08:00:00,34.66
2014-10-03 05:00:00,36.23
2014-10-06 08:00:00,36.31
2014-10-06 05:00:00,34.93
2014-10-07 08:00:00,34.75
2014-10-07 05:00:00,34.09
2014-10-08 08:00:00,34.53
2014-10-08 05:00:00,33.0
2014-10-09 08:00:00,33.5
2014-10-09 05:00:00,31.98
2014-10-10 08:00:00,31.55
2014-10-10 05:00:00,30.78
2014-10-13 08:00:00,31.07
2014-10-13 05:00:00,28.58
2014-10-14 08:00:00,29.29
2014-10-14 05:00:00,31.51
2014-10-15 08:00:00,30.22
2014-10-15 05:00:00,31.69
2014-10-16 08:00:00,30.63
2014-10-16 05:00:00,32.97
2014-10-17 08:00:00,33.88
2014-10-17 05:00:00,33.38
2014-10-20 08:00:00,34.19
2014-10-20 05:00:00,35.22
2014-10-21 08:00:00,36.14
2014-10-21 05:00:00,37.85
2014-10-22 08:00:00,38.05
2014-10-22 05:00:00,37.04
2014-10-23 08:00:00,37.43
2014-10-23 05:00:00,38.48
2014-10-24 08:00:00,38.6
2014-10-24 05:00:00,39.82
2014-10-27 08:00:00,39.6
2014-10-27 05:00:00,39.91
2014-10-28 08:00:00,40.11
2014-10-28 05:00:00,40.24
2014-10-29 08:00:00,40.07
2014-10-29 05:00:00,39.94
2014-10-30 08:00:00,39.91
2014-10-30 05:00:00,40.3
2014-10-31 08:00:00,41.1
2014-10-31 05:00:00,41.35
2014-11-03 08:00:00,41.44
2014-11-03 05:00:00,42.0
2014-11-04 08:00:00,42.83
2014-11-04 05:00:00,42.7
2014-11-05 08:00:00,43.32
2014-11-05 05:00:00,42.25
2014-11-06 08:00:00,42.59
2014-11-06 05:00:00,43.14
2014-11-07 08:00:00,43.14
2014-11-07 05:00:00,43.2
2014-11-10 08:00:00,42.5
2014-11-10 05:00:00,43.83
2014-11-11 08:00:00,44.0
2014-11-11 05:00:00,43.44
2014-11-12 08:00:00,43.25
2014-11-12 05:00:00,43.43
2014-11-13 08:00:00,43.54
2014-11-13 05:00:00,44.12
2014-11-14 08:00:00,44.0
2014-11-14 05:00:00,44.01
2014-11-17 08:00:00,43.97
2014-11-17 05:00:00,43.69
2014-11-18 08:00:00,43.755
2014-11-18 05:00:00,45.05
2014-11-19 08:00:00,44.83
2014-11-19 05:00:00,44.1
2014-11-20 08:00:00,43.65
2014-11-20 05:00:00,44.16
2014-11-21 08:00:00,44.38
2014-11-21 05:00:00,43.31
2014-11-24 08:00:00,43.72
2014-11-24 05:00:00,43.21
2014-11-25 08:00:00,43.18
2014-11-25 05:00:00,44.15
2014-11-26 08:00:00,44.31
2014-11-26 05:00:00,44.97
2014-11-28 08:00:00,47.0
2014-11-28 05:00:00,48.53
2014-12-01 08:00:00,49.0
2014-12-01 05:00:00,47.88
2014-12-02 08:00:00,48.12
2014-12-02 05:00:00,47.86
2014-12-03 08:00:00,47.74
2014-12-03 05:00:00,48.24
2014-12-04 08:00:00,49.6
2014-12-04 05:00:00,49.65
2014-12-05 08:00:00,50.09
2014-12-05 05:00:00,51.01
2014-12-08 08:00:00,50.44
2014-12-08 05:00:00,50.82
2014-12-09 08:00:00,49.1
2014-12-09 05:00:00,48.31
2014-12-10 08:00:00,49.8
2014-12-10 05:00:00,48.94
2014-12-11 08:00:00,49.8
2014-12-11 05:00:00,50.53
2014-12-12 08:00:00,51.675
2014-12-12 05:00:00,49.97
2014-12-15 08:00:00,50.21
2014-12-15 05:00:00,50.84
2014-12-16 08:00:00,51.01
2014-12-16 05:00:00,47.96
2014-12-17 08:00:00,48.26
2014-12-17 05:00:00,48.8
2014-12-18 08:00:00,48.56
2014-12-18 05:00:00,50.14
2014-12-19 08:00:00,49.67
2014-12-19 05:00:00,50.71
2014-12-22 08:00:00,51.1
2014-12-22 05:00:00,50.84
2014-12-23 08:00:00,50.95
2014-12-23 05:00:00,50.21
2014-12-24 08:00:00,50.66
2014-12-24 05:00:00,51.43
2014-12-26 08:00:00,51.46
2014-12-26 05:00:00,51.955
2014-12-29 08:00:00,51.65
2014-12-29 05:00:00,52.85
2014-12-30 08:00:00,53.0
2014-12-30 05:00:00,53.42
2014-12-31 08:00:00,53.9
2014-12-31 05:00:00,53.63
2015-01-02 08:00:00,54.28
2015-01-02 05:00:00,53.91
2015-01-05 08:00:00,54.37
2015-01-05 05:00:00,53.875
2015-01-06 08:00:00,54.27
2015-01-06 05:00:00,53.04
2015-01-07 08:00:00,53.38
2015-01-07 05:00:00,53.01
2015-01-08 08:00:00,53.48
2015-01-08 05:00:00,53.66
2015-01-09 08:00:00,53.67
2015-01-09 05:00:00,52.02
2015-01-12 08:00:00,51.06
2015-01-12 05:00:00,49.58
2015-01-13 08:00:00,50.12
2015-01-13 05:00:00,50.4
2015-01-14 08:00:00,49.41
2015-01-14 05:00:00,49.41
2015-01-15 08:00:00,49.135
2015-01-15 05:00:00,49.41
2015-01-16 08:00:00,49.38
2015-01-16 05:00:00,49.81
2015-01-20 08:00:00,51.0
2015-01-20 05:00:00,52.75
2015-01-21 08:00:00,52.65
2015-01-21 05:00:00,53.67
2015-01-22 08:00:00,54.52
2015-01-22 05:00:00,55.59
2015-01-23 08:00:00,55.4
2015-01-23 05:00:00,55.69
2015-01-26 08:00:00,55.89
2015-01-26 05:00:00,55.45
2015-01-27 08:00:00,53.99
2015-01-27 05:00:00,52.695
2015-01-28 08:00:00,52.79
2015-01-28 05:00:00,50.62
2015-01-29 08:00:00,51.045
2015-01-29 05:00:00,52.24
2015-01-30 08:00:00,52.02
2015-01-30 05:00:00,49.08
2015-02-02 08:00:00,48.58
2015-02-02 05:00:00,48.72
2015-02-03 08:00:00,47.3
2015-02-03 05:00:00,47.5
2015-02-04 08:00:00,48.62
2015-02-04 05:00:00,49.46
2015-02-05 08:00:00,49.46
2015-02-05 05:00:00,48.81
2015-02-06 08:00:00,48.84
2015-02-06 05:00:00,48.145
2015-02-09 08:00:00,46.41
2015-02-09 05:00:00,46.53
2015-02-10 08:00:00,47.4
2015-02-10 05:00:00,48.05
2015-02-11 08:00:00,48.79
2015-02-11 05:00:00,47.59
2015-02-12 08:00:00,46.75
2015-02-12 05:00:00,47.88
2015-02-13 08:00:00,47.53
2015-02-13 05:00:00,48.39
2015-02-17 08:00:00,48.77
2015-02-17 05:00:00,48.01
2015-02-18 08:00:00,48.6
2015-02-18 05:00:00,49.31
2015-02-19 08:00:00,50.78
2015-02-19 05:00:00,49.78
2015-02-20 08:00:00,49.81
2015-02-20 05:00:00,51.02
2015-02-23 08:00:00,51.75
2015-02-23 05:00:00,51.31
2015-02-24 08:00:00,50.29
2015-02-24 05:00:00,51.52
2015-02-25 08:00:00,51.3
2015-02-25 05:00:00,49.73
2015-02-26 08:00:00,50.38
2015-02-26 05:00:00,49.35
2015-02-27 08:00:00,49.0
2015-02-27 05:00:00,47.9
2015-03-02 08:00:00,48.2
2015-03-02 05:00:00,48.31
2015-03-03 08:00:00,47.9
2015-03-03 05:00:00,48.77
2015-03-04 08:00:00,48.85
2015-03-04 05:00:00,48.95
2015-03-05 08:00:00,49.19
2015-03-05 05:00:00,48.395
2015-03-06 08:00:00,48.33
2015-03-06 05:00:00,47.995
2015-03-09 08:00:00,48.05
2015-03-09 05:00:00,47.92
2015-03-10 08:00:00,47.5
2015-03-10 05:00:00,46.735
2015-03-11 08:00:00,46.9
2015-03-11 05:00:00,47.39
2015-03-12 08:00:00,47.57
2015-03-12 05:00:00,48.68
2015-03-13 08:00:00,48.75
2015-03-13 05:00:00,49.22
2015-03-16 08:00:00,49.77
2015-03-16 05:00:00,50.22
2015-03-17 08:00:00,52.63
2015-03-17 05:00:00,53.69
2015-03-18 08:00:00,53.69
2015-03-18 05:00:00,54.13
2015-03-19 08:00:00,54.57
2015-03-19 05:00:00,55.19
2015-03-20 08:00:00,55.19
2015-03-20 05:00:00,55.76
2015-03-23 08:00:00,55.47
2015-03-23 05:00:00,54.395
2015-03-24 08:00:00,54.04
2015-03-24 05:00:00,53.93
2015-03-25 08:00:00,53.62
2015-03-25 05:00:00,52.01
2015-03-26 08:00:00,50.84
2015-03-26 05:00:00,51.265
2015-03-27 08:00:00,51.38
2015-03-27 05:00:00,52.66
2015-03-30 08:00:00,53.24
2015-03-30 05:00:00,53.64
2015-03-31 08:00:00,53.66
2015-03-31 05:00:00,52.78
2015-04-01 08:00:00,51.1
2015-04-01 05:00:00,50.44
2015-04-02 08:00:00,50.48
2015-04-02 05:00:00,49.175
2015-04-06 08:00:00,48.35
2015-04-06 05:00:00,48.08
2015-04-07 08:00:00,48.3
2015-04-07 05:00:00,47.495
2015-04-08 08:00:00,47.8
2015-04-08 05:00:00,48.74
2015-04-09 08:00:00,48.86
2015-04-09 05:00:00,47.84
2015-04-10 08:00:00,48.16
2015-04-10 05:00:00,47.73
2015-04-13 08:00:00,47.47
2015-04-13 05:00:00,47.79
2015-04-14 08:00:00,47.49
2015-04-14 05:00:00,47.42
2015-04-15 08:00:00,48.0
2015-04-15 05:00:00,47.75
2015-04-16 08:00:00,47.81
2015-04-16 05:00:00,48.24
2015-04-17 08:00:00,47.96
2015-04-17 05:00:00,48.19
2015-04-20 08:00:00,48.61
2015-04-20 05:00:00,49.76
2015-04-21 08:00:00,50.0
2015-04-21 05:00:00,51.36
2015-04-22 08:00:00,51.4
2015-04-22 05:00:00,51.4
2015-04-23 08:00:00,51.07
2015-04-23 05:00:00,51.45
2015-04-24 08:00:00,51.98
2015-04-24 05:00:00,52.705
2015-04-27 08:00:00,52.68
2015-04-27 05:00:00,51.87
2015-04-28 08:00:00,51.7
2015-04-28 05:00:00,51.19
2015-04-29 08:00:00,50.58
2015-04-29 05:00:00,48.88
2015-04-30 08:00:00,48.5
2015-04-30 05:00:00,48.285
2015-05-01 08:00:00,48.65
2015-05-01 05:00:00,49.39
2015-05-04 08:00:00,49.41
2015-05-04 05:00:00,48.95
2015-05-05 08:00:00,48.21
2015-05-05 05:00:00,47.005
2015-05-06 08:00:00,46.78
2015-05-06 05:00:00,47.045
2015-05-07 08:00:00,47.4
2015-05-07 05:00:00,49.06
2015-05-08 08:00:00,49.23
2015-05-08 05:00:00,49.04
2015-05-11 08:00:00,49.0
2015-05-11 05:00:00,49.645
2015-05-12 08:00:00,49.11
2015-05-12 05:00:00,48.85
2015-05-13 08:00:00,49.27
2015-05-13 05:00:00,48.49
2015-05-14 08:00:00,48.94
2015-05-14 05:00:00,48.815
2015-05-15 08:00:00,49.41
2015-05-15 05:00:00,48.665
2015-05-18 08:00:00,48.56
2015-05-18 05:00:00,49.0
2015-05-19 08:00:00,49.45
2015-05-19 05:00:00,47.85
2015-05-20 08:00:00,47.56
2015-05-20 05:00:00,43.06
2015-05-21 08:00:00,43.19
2015-05-21 05:00:00,42.47
2015-05-22 08:00:00,42.7
2015-05-22 05:00:00,42.61
2015-05-26 08:00:00,43.05
2015-05-26 05:00:00,41.555
2015-05-27 08:00:00,41.65
2015-05-27 05:00:00,42.24
2015-05-28 08:00:00,42.25
2015-05-28 05:00:00,41.97
2015-05-29 08:00:00,41.68
2015-05-29 05:00:00,42.37
2015-06-01 08:00:00,42.61
2015-06-01 05:00:00,44.18
2015-06-02 08:00:00,43.3
2015-06-02 05:00:00,43.775
2015-06-03 08:00:00,43.35
2015-06-03 05:00:00,43.13
2015-06-04 08:00:00,43.05
2015-06-04 05:00:00,42.17
2015-06-05 08:00:00,42.13
2015-06-05 05:00:00,41.72
2015-06-08 08:00:00,41.07
2015-06-08 05:00:00,39.86
2015-06-09 08:00:00,38.8
2015-06-09 05:00:00,40.325
2015-06-10 08:00:00,40.21
2015-06-10 05:00:00,40.43
2015-06-11 08:00:00,40.79
2015-06-11 05:00:00,40.02
2015-06-12 08:00:00,39.84
2015-06-12 05:00:00,40.705
2015-06-15 08:00:00,40.35
2015-06-15 05:00:00,40.07
2015-06-16 08:00:00,40.13
2015-06-16 05:00:00,39.48
2015-06-17 08:00:00,39.27
2015-06-17 05:00:00,39.88
2015-06-18 08:00:00,39.8
2015-06-18 05:00:00,39.975
2015-06-19 08:00:00,40.3
2015-06-19 05:00:00,41.56
2015-06-22 08:00:00,42.92
2015-06-22 05:00:00,43.03
2015-06-23 08:00:00,42.98
2015-06-23 05:00:00,42.725
2015-06-24 08:00:00,42.7
2015-06-24 05:00:00,42.24
2015-06-25 08:00:00,42.65
2015-06-25 05:00:00,42.24
2015-06-26 08:00:00,42.44
2015-06-26 05:00:00,41.44
2015-06-29 08:00:00,40.77
2015-06-29 05:00:00,39.75
2015-06-30 08:00:00,40.2
2015-06-30 05:00:00,39.935
2015-07-01 08:00:00,40.65
2015-07-01 05:00:00,38.8
2015-07-02 08:00:00,39.02
2015-07-02 05:00:00,39.03
2015-07-06 08:00:00,39.09
2015-07-06 05:00:00,39.73
2015-07-07 08:00:00,39.93
2015-07-07 05:00:00,40.675
2015-07-08 08:00:00,40.3
2015-07-08 05:00:00,39.31
2015-07-09 08:00:00,39.84
2015-07-09 05:00:00,39.67
2015-07-10 08:00:00,40.51
2015-07-10 05:00:00,41.21
2015-07-13 08:00:00,41.96
2015-07-13 05:00:00,42.42
2015-07-14 08:00:00,42.04
2015-07-14 05:00:00,42.06
2015-07-15 08:00:00,41.39
2015-07-15 05:00:00,41.54
2015-07-16 08:00:00,41.81
2015-07-16 05:00:00,41.39
2015-07-17 08:00:00,41.45
2015-07-17 05:00:00,41.4
2015-07-20 08:00:00,41.55
2015-07-20 05:00:00,40.55
2015-07-21 08:00:00,40.5
2015-07-21 05:00:00,40.9
2015-07-22 08:00:00,40.96
2015-07-22 05:00:00,41.43
2015-07-23 08:00:00,42.78
2015-07-23 05:00:00,42.61
2015-07-24 08:00:00,43.0
2015-07-24 05:00:00,39.63
2015-07-27 08:00:00,39.63
2015-07-27 05:00:00,40.14
2015-07-28 08:00:00,40.18
2015-07-28 05:00:00,41.17
2015-07-29 08:00:00,41.09
2015-07-29 05:00:00,40.73
2015-07-30 08:00:00,40.58
2015-07-30 05:00:00,40.27
2015-07-31 08:00:00,40.53
2015-07-31 05:00:00,40.1
2015-08-03 08:00:00,40.24
2015-08-03 05:00:00,41.71
2015-08-04 08:00:00,42.15
2015-08-04 05:00:00,42.74
2015-08-05 08:00:00,42.85
2015-08-05 05:00:00,42.96
2015-08-06 08:00:00,43.25
2015-08-06 05:00:00,42.18
2015-08-07 08:00:00,42.21
2015-08-07 05:00:00,41.49
2015-08-10 08:00:00,41.75
2015-08-10 05:00:00,41.68
2015-08-11 08:00:00,41.74
2015-08-11 05:00:00,42.7
2015-08-12 08:00:00,42.37
2015-08-12 05:00:00,42.52
2015-08-13 08:00:00,42.76
2015-08-13 05:00:00,42.67
2015-08-14 08:00:00,42.35
2015-08-14 05:00:00,42.88
2015-08-17 08:00:00,42.96
2015-08-17 05:00:00,43.95
2015-08-18 08:00:00,44.06
2015-08-18 05:00:00,43.63
2015-08-19 08:00:00,43.53
2015-08-19 05:00:00,43.53
2015-08-20 08:00:00,42.84
2015-08-20 05:00:00,41.98
2015-08-21 08:00:00,41.4
2015-08-21 05:00:00,39.75
2015-08-24 08:00:00,36.0
2015-08-24 05:00:00,37.62
2015-08-25 08:00:00,39.39
2015-08-25 05:00:00,37.5
2015-08-26 08:00:00,38.77
2015-08-26 05:00:00,38.85
2015-08-27 08:00:00,39.17
2015-08-27 05:00:00,39.03
2015-08-28 08:00:00,38.93
2015-08-28 05:00:00,38.62
2015-08-31 08:00:00,38.63
2015-08-31 05:00:00,38.98
2015-09-01 08:00:00,38.63
2015-09-01 05:00:00,39.2
2015-09-02 08:00:00,40.0
2015-09-02 05:00:00,41.51
2015-09-03 08:00:00,41.84
2015-09-03 05:00:00,40.89
2015-09-04 08:00:00,40.4
2015-09-04 05:00:00,40.6
2015-09-08 08:00:00,41.28
2015-09-08 05:00:00,40.8
2015-09-09 08:00:00,41.15
2015-09-09 05:00:00,41.0
2015-09-10 08:00:00,41.39
2015-09-10 05:00:00,41.21
2015-09-11 08:00:00,41.22
2015-09-11 05:00:00,42.15
2015-09-14 08:00:00,42.17
2015-09-14 05:00:00,42.29
2015-09-15 08:00:00,42.36
2015-09-15 05:00:00,42.64
2015-09-16 08:00:00,42.4
2015-09-16 05:00:00,43.06
2015-09-17 08:00:00,43.11
2015-09-17 05:00:00,43.99
2015-09-18 08:00:00,43.43
2015-09-18 05:00:00,43.49
2015-09-21 08:00:00,43.72
2015-09-21 05:00:00,43.23
2015-09-22 08:00:00,42.77
2015-09-22 05:00:00,41.19
2015-09-23 08:00:00,41.32
2015-09-23 05:00:00,41.24
2015-09-24 08:00:00,41.15
2015-09-24 05:00:00,40.25
2015-09-25 08:00:00,40.93
2015-09-25 05:00:00,40.24
2015-09-28 08:00:00,39.87
2015-09-28 05:00:00,39.08
2015-09-29 08:00:00,39.05
2015-09-29 05:00:00,39.18
2015-09-30 08:00:00,39.18
2015-09-30 05:00:00,38.83
2015-10-01 08:00:00,38.5
2015-10-01 05:00:00,39.2
2015-10-02 08:00:00,38.75
2015-10-02 05:00:00,38.63
2015-10-05 08:00:00,38.9
2015-10-05 05:00:00,40.19
2015-10-06 08:00:00,39.95
2015-10-06 05:00:00,38.13
2015-10-07 08:00:00,38.41
2015-10-07 05:00:00,39.31
2015-10-08 08:00:00,39.21
2015-10-08 05:00:00,39.74
2015-10-09 08:00:00,40.27
2015-10-09 05:00:00,42.42
2015-10-12 08:00:00,42.59
2015-10-12 05:00:00,43.84
2015-10-13 08:00:00,42.7
2015-10-13 05:00:00,43.41
2015-10-14 08:00:00,44.0
2015-10-14 05:00:00,43.8
2015-10-15 08:00:00,44.1
2015-10-15 05:00:00,44.46
2015-10-16 08:00:00,43.95
2015-10-16 05:00:00,43.71
2015-10-19 08:00:00,43.83
2015-10-19 05:00:00,44.45
2015-10-20 08:00:00,44.54
2015-10-20 05:00:00,44.79
2015-10-21 08:00:00,44.49
2015-10-21 05:00:00,44.31
2015-10-22 08:00:00,44.89
2015-10-22 05:00:00,45.99
2015-10-23 08:00:00,46.37
2015-10-23 05:00:00,45.67
2015-10-26 08:00:00,45.36
2015-10-26 05:00:00,46.47
2015-10-27 08:00:00,46.41
2015-10-27 05:00:00,46.46
2015-10-28 08:00:00,46.2
2015-10-28 05:00:00,45.86
2015-10-29 08:00:00,45.63
2015-10-29 05:00:00,45.86
2015-10-30 08:00:00,45.77
2015-10-30 05:00:00,46.22
2015-11-02 08:00:00,46.2
2015-11-02 05:00:00,46.47
2015-11-03 08:00:00,47.02
2015-11-03 05:00:00,46.5
2015-11-04 08:00:00,46.42
2015-11-04 05:00:00,45.63
2015-11-05 08:00:00,45.7
2015-11-05 05:00:00,45.6
2015-11-06 08:00:00,45.51
2015-11-06 05:00:00,45.34
2015-11-09 08:00:00,45.17
2015-11-09 05:00:00,44.65
2015-11-10 08:00:00,44.66
2015-11-10 05:00:00,44.49
2015-11-11 08:00:00,44.76
2015-11-11 05:00:00,44.39
2015-11-12 08:00:00,44.29
2015-11-12 05:00:00,43.9
2015-11-13 08:00:00,43.67
2015-11-13 05:00:00,43.45
2015-11-16 08:00:00,42.41
2015-11-16 05:00:00,42.83
2015-11-17 08:00:00,43.0
2015-11-17 05:00:00,42.3
2015-11-18 08:00:00,42.32
2015-11-18 05:00:00,41.75
2015-11-19 08:00:00,41.94
2015-11-19 05:00:00,42.3
2015-11-20 08:00:00,42.4
2015-11-20 05:00:00,42.2
2015-11-23 08:00:00,42.11
2015-11-23 05:00:00,42.3
2015-11-24 08:00:00,41.02
2015-11-24 05:00:00,41.23
2015-11-25 08:00:00,41.35
2015-11-25 05:00:00,41.31
2015-11-27 08:00:00,41.38
2015-11-27 05:00:00,41.69
2015-11-30 08:00:00,41.75
2015-11-30 05:00:00,41.26
2015-12-01 08:00:00,41.47
2015-12-01 05:00:00,43.26
2015-12-02 08:00:00,44.09
2015-12-02 05:00:00,43.82
2015-12-03 08:00:00,43.65
2015-12-03 05:00:00,43.27
2015-12-04 08:00:00,43.82
2015-12-04 05:00:00,44.97
2015-12-07 08:00:00,45.35
2015-12-07 05:00:00,45.78
2015-12-08 08:00:00,45.1
2015-12-08 05:00:00,44.55
2015-12-09 08:00:00,44.3
2015-12-09 05:00:00,43.65
2015-12-10 08:00:00,43.79
2015-12-10 05:00:00,44.09
2015-12-11 08:00:00,43.28
2015-12-11 05:00:00,42.09
2015-12-14 08:00:00,42.26
2015-12-14 05:00:00,41.77
2015-12-15 08:00:00,41.97
2015-12-15 05:00:00,42.595
2015-12-16 08:00:00,42.99
2015-12-16 05:00:00,43.2
2015-12-17 08:00:00,43.33
2015-12-17 05:00:00,42.46
2015-12-18 08:00:00,41.61
2015-12-18 05:00:00,41.09
2015-12-21 08:00:00,41.35
2015-12-21 05:00:00,42.4
2015-12-22 08:00:00,42.56
2015-12-22 05:00:00,42.895
2015-12-23 08:00:00,42.78
2015-12-23 05:00:00,43.29
2015-12-24 08:00:00,43.27
2015-12-24 05:00:00,43.81
2015-12-28 08:00:00,43.62
2015-12-28 05:00:00,43.23
2015-12-29 08:00:00,43.25
2015-12-29 05:00:00,43.5
2015-12-30 08:00:00,43.64
2015-12-30 05:00:00,42.8
2015-12-31 08:00:00,42.54
2015-12-31 05:00:00,42.35
2016-01-04 08:00:00,41.29
2016-01-04 05:00:00,40.91
2016-01-05 08:00:00,41.18
2016-01-05 05:00:00,40.52
2016-01-06 08:00:00,40.05
2016-01-06 05:00:00,41.23
2016-01-07 08:00:00,40.97
2016-01-07 05:00:00,40.45
2016-01-08 08:00:00,40.94
2016-01-08 05:00:00,40.37
2016-01-11 08:00:00,40.56
2016-01-11 05:00:00,41.08
2016-01-12 08:00:00,41.15
2016-01-12 05:00:00,42.0
2016-01-13 08:00:00,42.17
2016-01-13 05:00:00,40.1
2016-01-14 08:00:00,40.21
2016-01-14 05:00:00,40.55
2016-01-15 08:00:00,39.04
2016-01-15 05:00:00,38.76
2016-01-19 08:00:00,39.59
2016-01-19 05:00:00,38.86
2016-01-20 08:00:00,38.53
2016-01-20 05:00:00,39.06
2016-01-21 08:00:00,38.93
2016-01-21 05:00:00,39.79
2016-01-22 08:00:00,40.0
2016-01-22 05:00:00,40.16
2016-01-25 08:00:00,40.02
2016-01-25 05:00:00,38.88
2016-01-26 08:00:00,38.73
2016-01-26 05:00:00,39.64
2016-01-27 08:00:00,40.15
2016-01-27 05:00:00,39.69
2016-01-28 08:00:00,39.61
2016-01-28 05:00:00,38.14
2016-01-29 08:00:00,37.52
2016-01-29 05:00:00,38.99
2016-02-01 08:00:00,39.0
2016-02-01 05:00:00,39.38
2016-02-02 08:00:00,38.83
2016-02-02 05:00:00,37.03
2016-02-03 08:00:00,37.38
2016-02-03 05:00:00,37.51
2016-02-04 08:00:00,37.34
2016-02-04 05:00:00,38.21
2016-02-05 08:00:00,37.71
2016-02-05 05:00:00,36.75
2016-02-08 08:00:00,36.08
2016-02-08 05:00:00,35.55
2016-02-09 08:00:00,34.93
2016-02-09 05:00:00,36.19
2016-02-10 08:00:00,36.57
2016-02-10 05:00:00,37.12
2016-02-11 08:00:00,36.47
2016-02-11 05:00:00,36.49
2016-02-12 08:00:00,36.92
2016-02-12 05:00:00,37.82
2016-02-16 08:00:00,38.13
2016-02-16 05:00:00,38.61
2016-02-17 08:00:00,38.95
2016-02-17 05:00:00,39.34
2016-02-18 08:00:00,39.36
2016-02-18 05:00:00,39.54
2016-02-19 08:00:00,39.16
2016-02-19 05:00:00,39.76
2016-02-22 08:00:00,40.14
2016-02-22 05:00:00,40.84
2016-02-23 08:00:00,40.56
2016-02-23 05:00:00,40.38
2016-02-24 08:00:00,40.02
2016-02-24 05:00:00,40.66
2016-02-25 08:00:00,40.76
2016-02-25 05:00:00,41.36
2016-02-26 08:00:00,41.5
2016-02-26 05:00:00,40.87
2016-02-29 08:00:00,40.77
2016-02-29 05:00:00,41.0
2016-03-01 08:00:00,41.44
2016-03-01 05:00:00,41.83
2016-03-02 08:00:00,41.47
2016-03-02 05:00:00,41.59
2016-03-03 08:00:00,41.52
2016-03-03 05:00:00,41.88
2016-03-04 08:00:00,42.17
2016-03-04 05:00:00,41.63
2016-03-07 08:00:00,41.31
2016-03-07 05:00:00,42.13
2016-03-08 08:00:00,41.3
2016-03-08 05:00:00,40.77
2016-03-09 08:00:00,40.74
2016-03-09 05:00:00,41.65
2016-03-10 08:00:00,42.11
2016-03-10 05:00:00,41.63
2016-03-11 08:00:00,41.89
2016-03-11 05:00:00,42.47
2016-03-14 08:00:00,42.31
2016-03-14 05:00:00,42.59
2016-03-15 08:00:00,42.3
2016-03-15 05:00:00,42.11
2016-03-16 08:00:00,41.81
2016-03-16 05:00:00,42.31
2016-03-17 08:00:00,42.31
2016-03-17 05:00:00,42.1
2016-03-18 08:00:00,42.31
2016-03-18 05:00:00,43.44
2016-03-21 08:00:00,43.32
2016-03-21 05:00:00,43.47
2016-03-22 08:00:00,42.0
2016-03-22 05:00:00,42.76
2016-03-23 08:00:00,42.8
2016-03-23 05:00:00,41.92
2016-03-24 08:00:00,41.88
2016-03-24 05:00:00,40.5
2016-03-28 08:00:00,41.0
2016-03-28 05:00:00,40.91
2016-03-29 08:00:00,40.9
2016-03-29 05:00:00,41.35
2016-03-30 08:00:00,41.75
2016-03-30 05:00:00,41.38
2016-03-31 08:00:00,41.5
2016-03-31 05:00:00,41.01
2016-04-01 08:00:00,40.13
2016-04-01 05:00:00,39.52
2016-04-04 08:00:00,39.81
2016-04-04 05:00:00,39.37
2016-04-05 08:00:00,39.13
2016-04-05 05:00:00,38.93
2016-04-06 08:00:00,39.07
2016-04-06 05:00:00,38.9
2016-04-07 08:00:00,38.66
2016-04-07 05:00:00,38.36
2016-04-08 08:00:00,38.7
2016-04-08 05:00:00,38.5
2016-04-11 08:00:00,38.79
2016-04-11 05:00:00,38.73
2016-04-12 08:00:00,38.82
2016-04-12 05:00:00,39.19
2016-04-13 08:00:00,39.3
2016-04-13 05:00:00,39.94
2016-04-14 08:00:00,40.34
2016-04-14 05:00:00,41.17
2016-04-15 08:00:00,41.3
2016-04-15 05:00:00,40.91
2016-04-18 08:00:00,41.18
2016-04-18 05:00:00,40.92
2016-04-19 08:00:00,40.99
2016-04-19 05:00:00,41.34
2016-04-20 08:00:00,41.36
2016-04-20 05:00:00,41.26
2016-04-21 08:00:00,40.8
2016-04-21 05:00:00,40.01
2016-04-22 08:00:00,37.68
2016-04-22 05:00:00,38.21
2016-04-25 08:00:00,38.16
2016-04-25 05:00:00,37.0
2016-04-26 08:00:00,37.27
2016-04-26 05:00:00,36.92
2016-04-27 08:00:00,36.79
2016-04-27 05:00:00,36.71
2016-04-28 08:00:00,37.04
2016-04-28 05:00:00,35.97
2016-04-29 08:00:00,35.81
2016-04-29 05:00:00,34.69
2016-05-02 08:00:00,34.99
2016-05-02 05:00:00,34.43
2016-05-03 08:00:00,34.76
2016-05-03 05:00:00,34.58
2016-05-04 08:00:00,34.17
2016-05-04 05:00:00,33.21
2016-05-05 08:00:00,33.28
2016-05-05 05:00:00,32.805
2016-05-06 08:00:00,32.67
2016-05-06 05:00:00,33.03
2016-05-09 08:00:00,33.03
2016-05-09 05:00:00,32.94
2016-05-10 08:00:00,33.24
2016-05-10 05:00:00,33.77
2016-05-11 08:00:00,33.68
2016-05-11 05:00:00,32.86
2016-05-12 08:00:00,33.01
2016-05-12 05:00:00,31.33
2016-05-13 08:00:00,31.09
2016-05-13 05:00:00,31.51
2016-05-16 08:00:00,31.81
