Time,CTS
2024-02-12 01:45:00,4.84
2024-02-12 02:00:00,4.609999999999999
2024-02-12 02:15:00,4.5
2024-02-12 02:30:00,5.98
2024-02-12 02:45:00,3.620000000000001
2024-02-12 03:00:00,-5.559999999999999
2024-02-12 03:15:00,-5.34
2024-02-12 03:30:00,-4.919999999999998
2024-02-12 03:45:00,-4.25
2024-02-12 04:00:00,-11.489999999999998
2024-02-12 04:15:00,-6.800000000000001
2024-02-12 04:30:00,1.4800000000000004
2024-02-12 04:45:00,3.379999999999999
2024-02-12 05:00:00,-11.920000000000002
2024-02-12 05:15:00,-80.08000000000001
2024-02-12 05:30:00,-4.989999999999998
2024-02-12 05:45:00,-4.09
2024-02-12 06:00:00,-3.7099999999999973
2024-02-12 06:15:00,-4.020000000000003
2024-02-12 06:30:00,-0.9200000000000017
2024-02-12 06:45:00,0.8599999999999994
2024-02-12 07:00:00,-27.259999999999998
2024-02-12 07:15:00,-14.110000000000003
2024-02-12 07:30:00,26.22
2024-02-12 07:45:00,20.3
2024-02-12 08:00:00,16.949999999999996
2024-02-12 08:15:00,17.779999999999998
2024-02-12 08:30:00,8.68
2024-02-12 08:45:00,9.0
2024-02-12 09:00:00,7.93
2024-02-12 09:15:00,5.830000000000002
2024-02-12 09:30:00,3.969999999999999
2024-02-12 09:45:00,10.399999999999999
2024-02-12 10:00:00,10.67
2024-02-12 10:15:00,8.740000000000002
2024-02-12 10:30:00,7.469999999999999
2024-02-12 10:45:00,8.11
2024-02-12 11:00:00,8.219999999999999
2024-02-12 11:15:00,11.110000000000001
2024-02-12 11:30:00,12.310000000000002
2024-02-12 11:45:00,12.65
2024-02-12 12:00:00,13.04
2024-02-12 12:15:00,14.110000000000001
2024-02-12 12:30:00,15.97
2024-02-12 12:45:00,16.27
2024-02-12 13:00:00,15.270000000000001
2024-02-12 13:15:00,16.47
2024-02-12 13:30:00,13.88
2024-02-12 13:45:00,12.950000000000001
2024-02-12 14:00:00,10.280000000000001
2024-02-12 14:15:00,18.490000000000002
2024-02-12 14:30:00,12.76
2024-02-12 14:45:00,18.29
2024-02-12 15:00:00,22.09
2024-02-12 15:15:00,22.11
2024-02-12 15:30:00,20.79
2024-02-12 15:45:00,25.689999999999998
2024-02-12 16:00:00,22.69
2024-02-12 16:15:00,26.14
2024-02-12 16:30:00,20.939999999999998
2024-02-12 16:45:00,23.4
2024-02-12 17:00:00,23.89
2024-02-12 17:15:00,28.379999999999995
2024-02-12 17:30:00,25.060000000000002
2024-02-12 17:45:00,22.86
2024-02-12 18:00:00,20.78
2024-02-12 18:15:00,1.1799999999999997
2024-02-12 18:30:00,14.430000000000003
2024-02-12 18:45:00,12.999999999999996
2024-02-12 19:00:00,9.629999999999999
2024-02-12 19:15:00,8.77
2024-02-12 19:30:00,30.919999999999998
2024-02-12 19:45:00,30.16
2024-02-12 20:00:00,8.8
2024-02-12 20:15:00,12.33
2024-02-12 20:30:00,16.990000000000002
2024-02-12 20:45:00,11.81
2024-02-12 21:00:00,11.47
2024-02-12 21:15:00,10.48
2024-02-12 21:30:00,8.030000000000001
2024-02-12 21:45:00,1.2199999999999989
2024-02-12 22:00:00,3.360000000000003
2024-02-12 22:15:00,2.240000000000002
2024-02-12 22:30:00,-2.8900000000000006
2024-02-12 22:45:00,-8.599999999999998
2024-02-12 23:00:00,-5.740000000000002
2024-02-12 23:15:00,-11.8
2024-02-12 23:30:00,3.099999999999998
2024-02-12 23:45:00,6.869999999999997
2024-02-13 00:00:00,3.3500000000000014
2024-02-13 00:15:00,1.5200000000000031
2024-02-13 00:30:00,8.82
2024-02-13 00:45:00,7.809999999999999
2024-02-13 01:00:00,7.870000000000001
2024-02-13 01:15:00,7.219999999999999
2024-02-13 01:30:00,6.93
2024-02-13 01:45:00,5.02
2024-02-13 02:00:00,4.760000000000002
2024-02-13 02:15:00,6.699999999999999
2024-02-13 02:30:00,5.690000000000001
2024-02-13 02:45:00,4.59
2024-02-13 03:00:00,4.800000000000001
2024-02-13 03:15:00,4.710000000000001
2024-02-13 03:30:00,4.119999999999997
2024-02-13 03:45:00,2.9299999999999997
2024-02-13 04:00:00,0.04999999999999716
2024-02-13 04:15:00,-0.75
2024-02-13 04:30:00,4.07
