Time Stamp,LONGIL_RT,N.Y.C._RT,LONGIL_DA,N.Y.C._DA,LONGIL_Load,N.Y.C._Load
2023-07-01 00:05:00,33.29,32.49,30.51,26.95,2480.043,5711.0254
2023-07-01 00:10:00,33.05,32.38,30.51,26.95,2447.913,5697.677
2023-07-01 00:15:00,32.91,32.21,30.51,26.95,2435.5425,5665.917
2023-07-01 00:20:00,31.78,31.08,30.51,26.95,2414.8413,5655.673
2023-07-01 00:25:00,31.66,31.02,30.51,26.95,2412.4136,5617.0527
2023-07-01 00:30:00,33.32,32.5,30.51,26.95,2395.1338,5601.6406
2023-07-01 00:35:00,33.13,32.31,30.51,26.95,2389.3635,5574.459
2023-07-01 00:40:00,32.28,31.48,30.51,26.95,2358.4915,5544.797
2023-07-01 00:45:00,31.74,30.96,30.51,26.95,2331.7866,5536.7207
2023-07-01 00:50:00,30.62,29.89,30.51,26.95,2314.6963,5505.009
2023-07-01 00:55:00,29.5,28.82,30.51,26.95,2312.3047,5481.556
2023-07-01 01:00:00,33.28,32.52,26.85,25.13,2281.6836,5459.5586
2023-07-01 01:05:00,32.26,31.49,26.85,25.13,2267.0557,5446.0723
2023-07-01 01:10:00,31.0,30.26,26.85,25.13,2261.7456,5433.578
2023-07-01 01:15:00,31.7,30.98,26.85,25.13,2279.604,5377.5566
2023-07-01 01:20:00,31.64,30.95,26.85,25.13,2235.5894,5375.414
2023-07-01 01:25:00,31.1,30.38,26.85,25.13,2231.7393,5372.992
2023-07-01 01:30:00,30.59,29.89,26.85,25.13,2218.1387,5331.8867
2023-07-01 01:35:00,30.35,29.71,26.85,25.13,2212.4045,5322.2627
2023-07-01 01:40:00,28.12,27.5,26.85,25.13,2191.1243,5312.858
2023-07-01 01:45:00,27.51,26.93,26.85,25.13,2170.1782,5299.116
2023-07-01 01:50:00,27.48,26.87,26.85,25.13,2168.95,5282.083
2023-07-01 01:55:00,27.42,26.79,26.85,25.13,2140.8262,5229.6777
2023-07-01 02:00:00,28.73,27.99,24.38,23.71,2146.5662,5226.2266
2023-07-01 02:05:00,29.69,28.96,24.38,23.71,2129.4944,5212.9854
2023-07-01 02:10:00,28.19,27.49,24.38,23.71,2126.232,5195.3447
2023-07-01 02:15:00,27.62,26.98,24.38,23.71,2122.7507,5178.3535
2023-07-01 02:20:00,27.46,26.85,24.38,23.71,2120.534,5175.338
2023-07-01 02:25:00,26.97,26.35,24.38,23.71,2120.8862,5139.172
2023-07-01 02:30:00,23.06,22.55,24.38,23.71,2105.6506,5121.6914
2023-07-01 02:35:00,22.22,21.75,24.38,23.71,2093.0264,5125.296
2023-07-01 02:40:00,22.15,21.7,24.38,23.71,2070.2454,5118.9165
2023-07-01 02:45:00,22.15,21.68,24.38,23.71,2067.935,5085.322
2023-07-01 02:50:00,22.21,21.68,24.38,23.71,2049.0305,5065.748
2023-07-01 02:55:00,21.99,21.46,24.38,23.71,2048.1943,5066.8975
2023-07-01 03:00:00,25.41,24.82,24.76,24.01,2034.9756,5051.6616
2023-07-01 03:05:00,25.45,24.82,24.76,24.01,2037.8152,5042.2305
2023-07-01 03:10:00,24.73,24.16,24.76,24.01,2026.7051,5035.291
2023-07-01 03:15:00,24.73,24.16,24.76,24.01,2038.5076,4988.399
2023-07-01 03:20:00,24.71,24.14,24.76,24.01,2019.1914,5012.223
2023-07-01 03:25:00,24.73,24.14,24.76,24.01,2022.8096,4985.5327
2023-07-01 03:30:00,23.65,23.09,24.76,24.01,2003.7642,4968.3584
2023-07-01 03:35:00,22.28,21.77,24.76,24.01,2010.1467,4983.2217
2023-07-01 03:40:00,22.22,21.7,24.76,24.01,1994.7107,4969.4453
2023-07-01 03:45:00,21.97,21.46,24.76,24.01,1996.3702,4954.8267
2023-07-01 03:50:00,21.98,21.46,24.76,24.01,1979.3137,4944.5347
2023-07-01 03:55:00,21.6,21.1,24.76,24.01,1997.6877,4926.263
2023-07-01 04:00:00,22.3,21.77,25.07,24.47,1967.068,4943.759
2023-07-01 04:05:00,23.72,23.11,25.07,24.47,1974.5823,4905.3022
2023-07-01 04:10:00,24.7,24.09,25.07,24.47,1984.1182,4913.954
2023-07-01 04:15:00,23.68,23.11,25.07,24.47,1979.9077,4898.252
2023-07-01 04:20:00,23.75,23.18,25.07,24.47,1968.3206,4900.55
2023-07-01 04:25:00,23.63,23.09,25.07,24.47,1977.7017,4883.0938
2023-07-01 04:30:00,23.63,23.09,25.07,24.47,1967.4973,4893.8774
2023-07-01 04:35:00,22.3,21.79,25.07,24.47,1955.0802,4873.7266
2023-07-01 04:40:00,22.37,21.83,25.07,24.47,1956.6022,4899.098
2023-07-01 04:45:00,23.38,22.82,25.07,24.47,1948.1108,4895.01
2023-07-01 04:50:00,22.35,21.81,25.07,24.47,1959.3418,4895.5776
2023-07-01 04:55:00,22.35,21.81,25.07,24.47,1944.257,4871.983
2023-07-01 05:00:00,22.3,21.81,28.33,24.09,1952.9502,4872.296
2023-07-01 05:05:00,22.43,21.9,28.33,24.09,1954.0697,4880.1177
2023-07-01 05:10:00,22.21,21.74,28.33,24.09,1957.2397,4867.1543
2023-07-01 05:15:00,22.01,21.59,28.33,24.09,1959.481,4868.7085
2023-07-01 05:20:00,22.06,21.61,28.33,24.09,1959.3795,4871.9062
2023-07-01 05:25:00,22.06,21.61,28.33,24.09,1934.2411,4867.412
2023-07-01 05:30:00,21.01,20.59,28.33,24.09,1930.1338,4869.5747
2023-07-01 05:35:00,20.26,19.83,28.33,24.09,1931.0323,4860.9893
2023-07-01 05:40:00,19.98,19.56,28.33,24.09,1919.237,4882.639
2023-07-01 05:45:00,20.06,19.63,28.33,24.09,1910.0828,4890.0664
2023-07-01 05:50:00,20.27,19.83,28.33,24.09,1922.7632,4864.669
2023-07-01 05:55:00,21.03,20.59,28.33,24.09,1908.1781,4868.586
2023-07-01 06:00:00,17.53,17.16,30.42,27.13,1916.3845,4883.29
2023-07-01 06:05:00,19.83,19.32,30.42,27.13,1915.7898,4880.7744
2023-07-01 06:10:00,19.78,19.32,30.42,27.13,1940.1135,4916.9727
2023-07-01 06:15:00,19.97,19.49,30.42,27.13,1947.2021,4939.7334
2023-07-01 06:20:00,20.15,19.67,30.42,27.13,1961.098,4951.8154
2023-07-01 06:25:00,20.12,19.64,30.42,27.13,1939.2057,4950.3223
2023-07-01 06:30:00,20.31,19.83,30.42,27.13,1953.3247,4973.5977
2023-07-01 06:35:00,20.82,20.35,30.42,27.13,1946.9146,4989.4155
2023-07-01 06:40:00,21.06,20.59,30.42,27.13,1953.4666,5019.4287
2023-07-01 06:45:00,21.08,20.61,30.42,27.13,1958.4402,5029.6343
2023-07-01 06:50:00,21.56,21.08,30.42,27.13,1965.4656,5047.915
2023-07-01 06:55:00,22.0,21.53,30.42,27.13,1983.3081,5072.4976
2023-07-01 07:00:00,20.16,19.76,34.47,28.23,1987.835,5088.109
2023-07-01 07:05:00,20.11,19.65,34.47,28.23,1985.3372,5127.325
2023-07-01 07:10:00,20.32,19.83,34.47,28.23,2022.466,5166.8896
2023-07-01 07:15:00,20.67,20.22,34.47,28.23,2048.8638,5178.088
2023-07-01 07:20:00,20.47,20.02,34.47,28.23,2034.9253,5203.1743
2023-07-01 07:25:00,20.53,20.04,34.47,28.23,2050.933,5219.1904
2023-07-01 07:30:00,20.55,20.06,34.47,28.23,2065.594,5243.6055
2023-07-01 07:35:00,20.69,20.28,34.47,28.23,2053.4885,5289.1396
2023-07-01 07:40:00,20.71,20.29,34.47,28.23,2065.2603,5291.6924
2023-07-01 07:45:00,20.74,20.32,34.47,28.23,2084.8064,5293.106
2023-07-01 07:50:00,20.79,20.34,34.47,28.23,2099.494,5317.374
2023-07-01 07:55:00,21.34,20.86,34.47,28.23,2095.7327,5366.644
2023-07-01 08:00:00,20.93,20.49,35.6,29.96,2131.69,5368.6104
2023-07-01 08:05:00,20.98,20.62,35.6,29.96,2131.0781,5404.6245
2023-07-01 08:10:00,22.46,22.03,35.6,29.96,2190.4502,5455.087
2023-07-01 08:15:00,23.58,23.09,35.6,29.96,2200.7861,5487.1177
2023-07-01 08:20:00,23.6,23.11,35.6,29.96,2225.6711,5505.6343
2023-07-01 08:25:00,25.4,24.82,35.6,29.96,2227.5955,5514.4146
2023-07-01 08:30:00,25.4,24.82,35.6,29.96,2246.0496,5531.8994
2023-07-01 08:35:00,26.07,25.41,35.6,29.96,2254.641,5543.968
2023-07-01 08:40:00,27.42,26.72,35.6,29.96,2282.4868,5598.253
2023-07-01 08:45:00,25.99,25.29,35.6,29.96,2282.3699,5569.142
2023-07-01 08:50:00,25.9,25.24,35.6,29.96,2302.0386,5619.1045
2023-07-01 08:55:00,27.97,27.26,35.6,29.96,2303.4116,5644.9844
2023-07-01 09:00:00,23.15,22.7,36.82,31.31,2328.7969,5687.6963
2023-07-01 09:05:00,23.08,22.7,36.82,31.31,2345.4902,5674.7773
2023-07-01 09:10:00,23.52,23.11,36.82,31.31,2368.4133,5701.746
2023-07-01 09:15:00,25.26,24.82,36.82,31.31,2396.0125,5740.2764
2023-07-01 09:20:00,25.25,24.82,36.82,31.31,2383.249,5755.836
2023-07-01 09:25:00,25.57,25.1,36.82,31.31,2413.7795,5772.9873
2023-07-01 09:30:00,25.78,25.26,36.82,31.31,2443.0835,5819.9707
2023-07-01 09:35:00,25.78,25.26,36.82,31.31,2480.081,5819.6436
2023-07-01 09:40:00,28.99,28.38,36.82,31.31,2468.7393,5850.915
2023-07-01 09:45:00,29.07,28.41,36.82,31.31,2488.7417,5842.0127
2023-07-01 09:50:00,30.58,29.86,36.82,31.31,2507.5518,5877.508
2023-07-01 09:55:00,30.44,29.75,36.82,31.31,2512.1157,5885.3496
2023-07-01 10:00:00,26.4,25.7,40.03,32.73,2525.4512,5894.224
2023-07-01 10:05:00,26.35,25.67,40.03,32.73,2531.7075,5928.029
2023-07-01 10:10:00,31.64,28.16,40.03,32.73,2559.1436,5920.2812
2023-07-01 10:15:00,31.6,26.24,40.03,32.73,2591.1396,5949.268
2023-07-01 10:20:00,27.47,26.79,40.03,32.73,2599.27,5972.2847
2023-07-01 10:25:00,31.34,28.18,40.03,32.73,2620.1663,6010.0864
2023-07-01 10:30:00,34.95,28.19,40.03,32.73,2632.7104,6019.3896
2023-07-01 10:35:00,34.93,32.73,40.03,32.73,2642.3677,6059.016
2023-07-01 10:40:00,64.31,63.16,40.03,32.73,2673.6008,6088.422
2023-07-01 10:45:00,110.52,108.41,40.03,32.73,2712.324,6131.207
2023-07-01 10:50:00,32.01,30.7,40.03,32.73,2744.4585,6100.917
2023-07-01 10:55:00,42.73,30.03,40.03,32.73,2774.04,6126.053
2023-07-01 11:00:00,32.91,32.12,43.96,34.17,2776.977,6114.8857
2023-07-01 11:05:00,33.76,32.88,43.96,34.17,2771.8281,6092.5806
2023-07-01 11:10:00,33.26,32.39,43.96,34.17,2786.9963,6144.8477
2023-07-01 11:15:00,32.72,30.92,43.96,34.17,2780.3428,6175.485
2023-07-01 11:20:00,31.65,30.92,43.96,34.17,2812.608,6170.878
2023-07-01 11:25:00,31.07,30.35,43.96,34.17,2804.3318,6197.2676
2023-07-01 11:30:00,31.65,30.92,43.96,34.17,2847.2617,6217.025
2023-07-01 11:35:00,31.67,30.97,43.96,34.17,2847.3643,6249.7393
2023-07-01 11:40:00,31.7,30.97,43.96,34.17,2861.4648,6239.662
2023-07-01 11:45:00,31.71,30.98,43.96,34.17,2861.0283,6270.6133
2023-07-01 11:50:00,31.68,30.98,43.96,34.17,2878.3433,6255.452
2023-07-01 11:55:00,31.93,31.26,43.96,34.17,2905.745,6300.773
2023-07-01 12:00:00,31.99,31.38,45.15,34.74,2923.2634,6287.289
2023-07-01 12:05:00,39.24,38.33,45.15,34.74,2938.7107,6308.336
2023-07-01 12:10:00,33.7,32.96,45.15,34.74,2949.7734,6304.4854
2023-07-01 12:15:00,33.7,32.96,45.15,34.74,2943.9258,6326.1914
2023-07-01 12:20:00,33.49,32.75,45.15,34.74,2964.6362,6336.2056
2023-07-01 12:25:00,34.75,33.89,45.15,34.74,2964.033,6355.9385
2023-07-01 12:30:00,34.32,33.54,45.15,34.74,2981.6318,6345.067
2023-07-01 12:35:00,34.32,33.54,45.15,34.74,3005.163,6343.715
2023-07-01 12:40:00,34.78,33.98,45.15,34.74,3008.5474,6338.423
2023-07-01 12:45:00,33.5,32.79,45.15,34.74,3018.4204,6362.922
2023-07-01 12:50:00,33.22,32.52,45.15,34.74,3035.1895,6391.759
2023-07-01 12:55:00,33.53,32.82,45.15,34.74,3051.5532,6406.923
2023-07-01 13:00:00,33.21,32.47,50.49,38.16,3077.5957,6375.0815
2023-07-01 13:05:00,33.27,32.51,50.49,38.16,3074.665,6382.8096
2023-07-01 13:10:00,34.83,34.0,50.49,38.16,3067.901,6350.4824
2023-07-01 13:15:00,33.36,32.56,50.49,38.16,3084.3838,6363.578
2023-07-01 13:20:00,34.83,34.01,50.49,38.16,3089.0498,6391.539
2023-07-01 13:25:00,33.68,32.91,50.49,38.16,3102.8984,6368.745
2023-07-01 13:30:00,33.65,32.88,50.49,38.16,3102.5447,6364.421
2023-07-01 13:35:00,33.68,32.91,50.49,38.16,3101.4053,6411.3916
2023-07-01 13:40:00,34.87,34.04,50.49,38.16,3134.079,6422.064
2023-07-01 13:45:00,34.99,34.07,50.49,38.16,3122.0068,6407.7207
2023-07-01 13:50:00,39.44,34.17,50.49,38.16,3142.6475,6414.5005
2023-07-01 13:55:00,39.4,34.14,50.49,38.16,3134.4707,6418.0684
2023-07-01 14:00:00,34.9,34.13,54.64,46.54,3167.304,6401.1357
2023-07-01 14:05:00,33.19,32.58,54.64,46.54,3174.2017,6449.6504
2023-07-01 14:10:00,34.67,34.1,54.64,46.54,3169.0444,6396.923
2023-07-01 14:15:00,33.1,32.46,54.64,46.54,3171.6133,6419.001
2023-07-01 14:20:00,33.07,32.34,54.64,46.54,3185.2668,6430.5977
2023-07-01 14:25:00,33.2,32.49,54.64,46.54,3205.232,6459.5664
2023-07-01 14:30:00,35.02,32.53,54.64,46.54,3202.0518,6469.008
2023-07-01 14:35:00,33.65,32.91,54.64,46.54,3213.086,6465.592
2023-07-01 14:40:00,37.87,32.95,54.64,46.54,3227.7478,6466.3916
2023-07-01 14:45:00,35.0,32.85,54.64,46.54,3242.273,6496.818
2023-07-01 14:50:00,33.46,32.75,54.64,46.54,3241.3638,6494.3354
2023-07-01 14:55:00,35.02,32.88,54.64,46.54,3255.5085,6500.5195
2023-07-01 15:00:00,30.98,30.36,56.87,47.52,3268.791,6481.0796
2023-07-01 15:05:00,35.41,34.67,56.87,47.52,3267.628,6466.037
2023-07-01 15:10:00,38.1,37.26,56.87,47.52,3263.622,6452.9473
2023-07-01 15:15:00,39.42,38.56,56.87,47.52,3296.1763,6444.953
2023-07-01 15:20:00,39.48,38.63,56.87,47.52,3289.3076,6458.3857
2023-07-01 15:25:00,39.42,38.53,56.87,47.52,3299.199,6452.083
2023-07-01 15:30:00,38.12,37.25,56.87,47.52,3312.3794,6482.593
2023-07-01 15:35:00,35.66,34.88,56.87,47.52,3299.2893,6466.795
2023-07-01 15:40:00,37.85,34.43,56.87,47.52,3299.6943,6484.1006
2023-07-01 15:45:00,39.03,34.95,56.87,47.52,3333.315,6487.7793
2023-07-01 15:50:00,39.42,38.57,56.87,47.52,3342.8433,6505.38
2023-07-01 15:55:00,41.73,40.9,56.87,47.52,3346.6982,6492.6616
2023-07-01 16:00:00,37.49,36.77,56.31,47.48,3365.2007,6507.661
2023-07-01 16:05:00,87.91,40.78,56.31,47.48,3385.2188,6502.041
2023-07-01 16:10:00,39.57,38.63,56.31,47.48,3368.6973,6522.0273
2023-07-01 16:15:00,41.69,40.7,56.31,47.48,3380.232,6487.034
2023-07-01 16:20:00,41.69,40.66,56.31,47.48,3401.0312,6512.511
2023-07-01 16:25:00,41.61,40.66,56.31,47.48,3414.126,6513.8574
2023-07-01 16:30:00,41.48,40.54,56.31,47.48,3403.5981,6505.17
2023-07-01 16:35:00,41.61,40.66,56.31,47.48,3419.9253,6517.6724
2023-07-01 16:40:00,50.41,49.17,56.31,47.48,3393.8076,6530.4253
2023-07-01 16:45:00,41.53,40.47,56.31,47.48,3418.9697,6545.0977
2023-07-01 16:50:00,42.42,41.37,56.31,47.48,3426.0513,6528.449
2023-07-01 16:55:00,50.56,49.32,56.31,47.48,3438.5396,6511.769
2023-07-01 17:00:00,41.49,40.58,44.18,37.02,3396.0,6524.9375
2023-07-01 17:05:00,41.69,40.75,44.18,37.02,3402.7725,6519.8096
2023-07-01 17:10:00,40.92,39.99,44.18,37.02,3421.8464,6485.701
2023-07-01 17:15:00,40.88,39.99,44.18,37.02,3423.0205,6492.0186
2023-07-01 17:20:00,41.82,40.91,44.18,37.02,3448.2441,6478.372
2023-07-01 17:25:00,44.29,43.33,44.18,37.02,3437.269,6457.521
2023-07-01 17:30:00,41.48,40.5,44.18,37.02,3445.857,6444.3096
2023-07-01 17:35:00,39.46,38.45,44.18,37.02,3438.781,6447.474
2023-07-01 17:40:00,39.41,34.98,44.18,37.02,3427.3398,6453.4395
2023-07-01 17:45:00,39.56,38.63,44.18,37.02,3413.7861,6450.814
2023-07-01 17:50:00,39.55,38.63,44.18,37.02,3404.3691,6444.8345
2023-07-01 17:55:00,39.46,38.49,44.18,37.02,3409.8506,6429.6436
2023-07-01 18:00:00,37.44,30.96,40.55,35.01,3398.0889,6425.8213
2023-07-01 18:05:00,39.37,29.27,40.55,35.01,3382.88,6412.172
2023-07-01 18:10:00,37.8,29.37,40.55,35.01,3369.8125,6340.1904
2023-07-01 18:15:00,35.0,29.61,40.55,35.01,3362.9875,6343.767
2023-07-01 18:20:00,31.84,29.64,40.55,35.01,3337.194,6356.776
2023-07-01 18:25:00,29.55,28.83,40.55,35.01,3349.4836,6334.826
2023-07-01 18:30:00,30.11,29.34,40.55,35.01,3338.6914,6326.324
2023-07-01 18:35:00,30.5,29.72,40.55,35.01,3291.7778,6327.039
2023-07-01 18:40:00,30.53,29.75,40.55,35.01,3295.6694,6296.2695
2023-07-01 18:45:00,30.35,29.61,40.55,35.01,3268.544,6323.3833
2023-07-01 18:50:00,30.2,29.46,40.55,35.01,3261.7913,6306.1494
2023-07-01 18:55:00,30.06,29.37,40.55,35.01,3248.7288,6293.8896
2023-07-01 19:00:00,30.7,29.99,38.68,32.58,3225.2544,6269.5674
2023-07-01 19:05:00,32.93,32.04,38.68,32.58,3222.2231,6263.615
2023-07-01 19:10:00,33.23,32.39,38.68,32.58,3192.3271,6258.331
2023-07-01 19:15:00,35.16,34.33,38.68,32.58,3193.9607,6234.957
2023-07-01 19:20:00,35.46,34.65,38.68,32.58,3194.5974,6220.6484
2023-07-01 19:25:00,35.16,34.33,38.68,32.58,3179.0327,6207.5303
2023-07-01 19:30:00,35.56,34.75,38.68,32.58,3171.7178,6173.368
2023-07-01 19:35:00,35.64,34.86,38.68,32.58,3154.3345,6153.3813
2023-07-01 19:40:00,33.06,32.33,38.68,32.58,3115.4956,6162.808
2023-07-01 19:45:00,31.99,31.32,38.68,32.58,3106.2651,6180.4033
2023-07-01 19:50:00,30.54,29.93,38.68,32.58,3092.9045,6138.115
2023-07-01 19:55:00,30.54,29.96,38.68,32.58,3094.562,6166.4854
2023-07-01 20:00:00,84.17,38.09,36.23,31.19,3082.7551,6119.8623
2023-07-01 20:05:00,42.95,34.38,36.23,31.19,3081.5317,6106.3037
2023-07-01 20:10:00,36.86,34.35,36.23,31.19,3081.9258,6075.624
2023-07-01 20:15:00,39.22,33.9,36.23,31.19,3056.2883,6089.3936
2023-07-01 20:20:00,39.18,32.79,36.23,31.19,3048.372,6069.086
2023-07-01 20:25:00,41.97,34.35,36.23,31.19,3048.795,6075.543
2023-07-01 20:30:00,42.01,34.35,36.23,31.19,3058.0872,6089.3613
2023-07-01 20:35:00,41.8,33.96,36.23,31.19,3051.312,6103.619
2023-07-01 20:40:00,41.1,32.34,36.23,31.19,3029.9272,6098.5244
2023-07-01 20:45:00,39.1,30.56,36.23,31.19,3039.0674,6111.523
2023-07-01 20:50:00,36.79,30.7,36.23,31.19,3046.639,6110.8086
2023-07-01 20:55:00,39.85,31.32,36.23,31.19,3034.7148,6124.5493
2023-07-01 21:00:00,36.09,32.39,33.32,28.55,3024.206,6106.4214
2023-07-01 21:05:00,35.35,31.19,33.32,28.55,3004.604,6116.496
2023-07-01 21:10:00,31.91,31.13,33.32,28.55,2996.4163,6081.117
2023-07-01 21:15:00,31.75,31.0,33.32,28.55,2979.2356,6094.578
2023-07-01 21:20:00,31.75,30.97,33.32,28.55,2988.7432,6073.0933
2023-07-01 21:25:00,31.74,30.99,33.32,28.55,2965.8586,6105.0815
2023-07-01 21:30:00,31.74,30.96,33.32,28.55,2950.7827,6097.025
2023-07-01 21:35:00,31.72,30.99,33.32,28.55,2964.5432,6085.426
2023-07-01 21:40:00,31.7,30.98,33.32,28.55,2940.2876,6083.0356
2023-07-01 21:45:00,31.67,30.95,33.32,28.55,2906.0479,6100.892
2023-07-01 21:50:00,32.08,31.31,33.32,28.55,2902.1816,6091.6997
2023-07-01 21:55:00,31.7,30.95,33.32,28.55,2881.1345,6077.096
2023-07-01 22:00:00,34.63,33.71,31.78,27.99,2896.4077,6064.0684
2023-07-01 22:05:00,33.17,32.35,31.78,27.99,2870.6802,6038.6533
2023-07-01 22:10:00,32.14,31.35,31.78,27.99,2847.0132,6038.325
2023-07-01 22:15:00,31.27,30.47,31.78,27.99,2840.7861,6005.429
2023-07-01 22:20:00,31.09,30.35,31.78,27.99,2806.8813,6041.8765
2023-07-01 22:25:00,30.94,30.2,31.78,27.99,2788.558,6008.703
2023-07-01 22:30:00,31.34,30.66,31.78,27.99,2795.338,5988.0776
2023-07-01 22:35:00,31.5,30.84,31.78,27.99,2769.5747,5982.6597
2023-07-01 22:40:00,31.38,30.75,31.78,27.99,2760.419,5944.9727
2023-07-01 22:45:00,33.02,32.35,31.78,27.99,2749.4077,5971.1606
2023-07-01 22:50:00,34.34,33.62,31.78,27.99,2738.853,5955.285
2023-07-01 22:55:00,34.41,33.59,31.78,27.99,2749.6755,5951.389
2023-07-01 23:00:00,34.67,32.98,29.69,27.91,2722.9727,5933.0703
2023-07-01 23:05:00,67.03,33.13,29.69,27.91,2700.0269,5920.6445
2023-07-01 23:10:00,35.95,33.7,29.69,27.91,2685.3047,5898.7314
2023-07-01 23:15:00,35.17,33.66,29.69,27.91,2684.9133,5862.329
2023-07-01 23:20:00,31.64,30.77,29.69,27.91,2659.9546,5847.6914
2023-07-01 23:25:00,31.13,30.3,29.69,27.91,2640.793,5824.1426
2023-07-01 23:30:00,31.35,30.52,29.69,27.91,2643.7769,5820.384
2023-07-01 23:35:00,31.29,30.49,29.69,27.91,2619.7468,5784.635
2023-07-01 23:40:00,31.32,30.48,29.69,27.91,2585.6265,5764.3584
2023-07-01 23:45:00,30.82,30.0,29.69,27.91,2571.4512,5769.979
2023-07-01 23:50:00,30.2,29.42,29.69,27.91,2553.4702,5752.025
2023-07-01 23:55:00,29.39,28.63,29.69,27.91,2553.414,5748.0654
2023-07-02 00:00:00,40.78,34.26,28.64,25.0,2509.2397,5710.4746
2023-07-02 00:05:00,40.78,34.28,28.64,25.0,2504.5005,5702.2065
2023-07-02 00:10:00,36.94,33.76,28.64,25.0,2492.0718,5706.997
2023-07-02 00:15:00,34.89,33.89,28.64,25.0,2489.7173,5670.6025
2023-07-02 00:20:00,35.31,34.3,28.64,25.0,2463.9788,5641.759
2023-07-02 00:25:00,34.88,33.92,28.64,25.0,2458.6938,5621.2666
2023-07-02 00:30:00,35.28,34.34,28.64,25.0,2451.6875,5614.876
2023-07-02 00:35:00,36.17,35.2,28.64,25.0,2432.4243,5609.003
2023-07-02 00:40:00,35.03,34.07,28.64,25.0,2418.9224,5602.578
2023-07-02 00:45:00,34.72,33.82,28.64,25.0,2408.2866,5584.8115
2023-07-02 00:50:00,32.86,32.01,28.64,25.0,2409.7556,5558.0874
2023-07-02 00:55:00,32.28,31.51,28.64,25.0,2374.9517,5556.041
2023-07-02 01:00:00,31.8,30.98,24.0,23.23,2373.6162,5535.078
2023-07-02 01:05:00,31.87,30.98,24.0,23.23,2366.0464,5501.561
2023-07-02 01:10:00,31.81,30.96,24.0,23.23,2350.6514,5504.2925
2023-07-02 01:15:00,31.71,30.92,24.0,23.23,2346.8447,5493.5957
2023-07-02 01:20:00,31.71,30.92,24.0,23.23,2341.079,5495.409
2023-07-02 01:25:00,31.74,30.89,24.0,23.23,2317.6074,5457.3506
2023-07-02 01:30:00,31.96,31.04,24.0,23.23,2303.5986,5443.7544
2023-07-02 01:35:00,32.32,31.4,24.0,23.23,2295.1099,5425.141
2023-07-02 01:40:00,31.84,30.96,24.0,23.23,2292.2805,5402.158
2023-07-02 01:45:00,31.81,30.97,24.0,23.23,2281.213,5401.4272
2023-07-02 01:50:00,31.81,30.96,24.0,23.23,2278.3289,5390.259
2023-07-02 01:55:00,31.71,30.84,24.0,23.23,2257.4067,5393.782
2023-07-02 02:00:00,40.65,30.63,24.89,22.56,2262.5283,5365.2295
2023-07-02 02:05:00,40.65,30.01,24.89,22.56,2262.5923,5345.492
2023-07-02 02:10:00,30.88,29.95,24.89,22.56,2258.2305,5337.8
2023-07-02 02:15:00,40.62,30.01,24.89,22.56,2262.7317,5320.7847
2023-07-02 02:20:00,40.65,29.73,24.89,22.56,2243.1965,5313.0234
2023-07-02 02:25:00,40.65,29.7,24.89,22.56,2243.0063,5302.625
2023-07-02 02:30:00,40.62,29.41,24.89,22.56,2215.4526,5306.464
2023-07-02 02:35:00,40.64,29.06,24.89,22.56,2215.6812,5277.039
2023-07-02 02:40:00,40.61,29.04,24.89,22.56,2211.1626,5253.9326
2023-07-02 02:45:00,29.55,28.67,24.89,22.56,2197.0435,5239.169
2023-07-02 02:50:00,29.52,28.67,24.89,22.56,2201.585,5230.9854
2023-07-02 02:55:00,28.44,27.62,24.89,22.56,2184.1064,5230.4746
2023-07-02 03:00:00,28.87,28.05,24.84,23.81,2171.6904,5229.8
2023-07-02 03:05:00,29.87,28.98,24.84,23.81,2170.9067,5209.617
2023-07-02 03:10:00,29.54,28.7,24.84,23.81,2165.1248,5214.683
2023-07-02 03:15:00,29.51,28.67,24.84,23.81,2173.387,5196.652
2023-07-02 03:20:00,29.49,28.67,24.84,23.81,2159.6147,5200.0444
2023-07-02 03:25:00,28.85,28.02,24.84,23.81,2166.1765,5192.576
2023-07-02 03:30:00,28.85,28.05,24.84,23.81,2152.6921,5178.365
2023-07-02 03:35:00,28.82,28.02,24.84,23.81,2167.046,5175.2725
2023-07-02 03:40:00,28.82,28.02,24.84,23.81,2143.3901,5169.23
2023-07-02 03:45:00,28.41,27.65,24.84,23.81,2150.037,5165.728
2023-07-02 03:50:00,29.47,28.65,24.84,23.81,2136.3975,5148.3413
2023-07-02 03:55:00,29.46,28.67,24.84,23.81,2145.2468,5131.9683
2023-07-02 04:00:00,24.7,24.01,22.76,22.18,2125.2988,5155.129
2023-07-02 04:05:00,23.85,23.22,22.76,22.18,2148.4219,5134.68
2023-07-02 04:10:00,23.86,23.23,22.76,22.18,2142.739,5123.881
2023-07-02 04:15:00,23.85,23.22,22.76,22.18,2123.4888,5118.227
2023-07-02 04:20:00,23.83,23.19,22.76,22.18,2130.517,5115.8574
2023-07-02 04:25:00,23.79,23.14,22.76,22.18,2119.739,5094.3027
2023-07-02 04:30:00,23.81,23.17,22.76,22.18,2127.0503,5077.7437
2023-07-02 04:35:00,23.77,23.11,22.76,22.18,2114.667,5074.8486
2023-07-02 04:40:00,23.74,23.09,22.76,22.18,2133.942,5069.1157
2023-07-02 04:45:00,23.74,23.09,22.76,22.18,2117.2087,5070.4863
