Local Time,LMP
2023-02-07 07:00:00,85.99
2023-02-07 07:05:00,85.99
2023-02-07 07:10:00,120.71
2023-02-07 07:15:00,150.8
2023-02-07 07:20:00,134.28
2023-02-07 07:25:00,134.8
2023-02-07 07:30:00,119.36
2023-02-07 07:35:00,118.14
2023-02-07 07:40:00,118.57
2023-02-07 07:45:00,118.57
2023-02-07 07:50:00,117.68
2023-02-07 07:55:00,89.86
2023-02-07 08:00:00,89.86
2023-02-07 08:05:00,83.74
2023-02-07 08:10:00,82.36
2023-02-07 08:15:00,82.36
2023-02-07 08:20:00,81.13
2023-02-07 08:25:00,75.83
2023-02-07 08:30:00,45.04
2023-02-07 08:35:00,45.04
2023-02-07 08:40:00,40.49
2023-02-07 08:45:00,37.21
2023-02-07 08:50:00,34.05
2023-02-07 08:55:00,31.66
2023-02-07 09:00:00,31.66
2023-02-07 09:05:00,27.92
2023-02-07 09:10:00,27.9
2023-02-07 09:15:00,22.6
2023-02-07 09:20:00,28.84
2023-02-07 09:25:00,28.84
2023-02-07 09:30:00,28.84
2023-02-07 09:35:00,27.99
2023-02-07 09:40:00,27.85
2023-02-07 09:45:00,27.85
2023-02-07 09:50:00,26.71
2023-02-07 09:55:00,22.28
2023-02-07 10:00:00,22.28
2023-02-07 10:05:00,26.07
2023-02-07 10:10:00,26.07
2023-02-07 10:15:00,26.45
2023-02-07 10:20:00,26.38
2023-02-07 10:25:00,26.69
2023-02-07 10:30:00,27.19
2023-02-07 10:35:00,26.34
2023-02-07 10:40:00,26.36
2023-02-07 10:45:00,24.58
2023-02-07 10:50:00,23.59
2023-02-07 10:55:00,23.25
2023-02-07 11:00:00,23.25
2023-02-07 11:05:00,26.35
2023-02-07 11:10:00,26.35
2023-02-07 11:15:00,26.35
2023-02-07 11:20:00,28.04
2023-02-07 11:25:00,28.04
2023-02-07 11:30:00,27.4
2023-02-07 11:35:00,26.37
2023-02-07 11:40:00,26.37
2023-02-07 11:45:00,27.64
2023-02-07 11:50:00,26.36
2023-02-07 11:55:00,26.65
2023-02-07 12:00:00,26.65
2023-02-07 12:05:00,15.24
2023-02-07 12:10:00,19.6
2023-02-07 12:15:00,19.72
2023-02-07 12:20:00,19.71
2023-02-07 12:25:00,19.7
2023-02-07 12:30:00,19.7
2023-02-07 12:35:00,19.72
2023-02-07 12:40:00,19.72
2023-02-07 12:45:00,19.73
2023-02-07 12:50:00,19.75
2023-02-07 12:55:00,19.75
2023-02-07 13:00:00,21.73
2023-02-07 13:05:00,21.74
2023-02-07 13:10:00,21.73
2023-02-07 13:15:00,21.73
2023-02-07 13:20:00,21.74
2023-02-07 13:25:00,21.74
2023-02-07 13:30:00,21.74
2023-02-07 13:35:00,21.74
2023-02-07 13:40:00,21.74
2023-02-07 13:45:00,21.74
2023-02-07 13:50:00,21.74
2023-02-07 13:55:00,21.74
2023-02-07 14:00:00,21.74
2023-02-07 14:05:00,21.74
2023-02-07 14:10:00,18.13
2023-02-07 14:15:00,18.13
2023-02-07 14:20:00,18.13
2023-02-07 14:25:00,18.13
2023-02-07 14:30:00,18.13
2023-02-07 14:35:00,18.13
2023-02-07 14:40:00,18.13
2023-02-07 14:45:00,18.13
2023-02-07 14:50:00,18.13
2023-02-07 14:55:00,18.13
2023-02-07 15:00:00,18.13
2023-02-07 15:05:00,14.74
2023-02-07 15:10:00,30.06
2023-02-07 15:15:00,30.09
2023-02-07 15:20:00,30.0
2023-02-07 15:25:00,30.0
2023-02-07 15:30:00,30.27
2023-02-07 15:35:00,30.27
2023-02-07 15:40:00,30.29
2023-02-07 15:45:00,30.29
2023-02-07 15:50:00,33.08
2023-02-07 15:55:00,34.6
2023-02-07 16:00:00,34.6
2023-02-07 16:05:00,29.17
2023-02-07 16:10:00,29.17
2023-02-07 16:15:00,29.17
2023-02-07 16:20:00,29.41
2023-02-07 16:25:00,29.41
2023-02-07 16:30:00,30.52
2023-02-07 16:35:00,31.89
2023-02-07 16:40:00,31.89
2023-02-07 16:45:00,46.19
2023-02-07 16:50:00,46.1
2023-02-07 16:55:00,46.1
2023-02-07 17:00:00,46.09
2023-02-07 17:05:00,49.82
2023-02-07 17:10:00,47.67
2023-02-07 17:15:00,42.31
2023-02-07 17:20:00,42.29
2023-02-07 17:25:00,46.08
2023-02-07 17:30:00,57.97
2023-02-07 17:35:00,59.08
2023-02-07 17:40:00,59.08
2023-02-07 17:45:00,58.04
2023-02-07 17:50:00,58.04
2023-02-07 17:55:00,58.04
2023-02-07 18:00:00,58.08
2023-02-07 18:05:00,46.28
2023-02-07 18:10:00,47.81
2023-02-07 18:15:00,46.47
2023-02-07 18:20:00,46.47
2023-02-07 18:25:00,43.5
2023-02-07 18:30:00,45.72
2023-02-07 18:35:00,38.99
2023-02-07 18:40:00,38.99
2023-02-07 18:45:00,51.91
2023-02-07 18:50:00,42.32
2023-02-07 18:55:00,42.32
2023-02-07 19:00:00,42.32
2023-02-07 19:05:00,69.03
2023-02-07 19:10:00,69.03
2023-02-07 19:15:00,51.97
2023-02-07 19:20:00,41.91
2023-02-07 19:25:00,41.25
2023-02-07 19:30:00,32.85
2023-02-07 19:35:00,32.88
2023-02-07 19:40:00,32.13
2023-02-07 19:45:00,32.13
2023-02-07 19:50:00,32.13
2023-02-07 19:55:00,32.13
2023-02-07 20:00:00,51.05
2023-02-07 20:05:00,53.54
2023-02-07 20:10:00,53.54
2023-02-07 20:15:00,32.78
2023-02-07 20:20:00,32.78
2023-02-07 20:25:00,34.66
2023-02-07 20:30:00,34.66
2023-02-07 20:35:00,31.19
2023-02-07 20:40:00,31.19
2023-02-07 20:45:00,29.89
2023-02-07 20:50:00,29.89
2023-02-07 20:55:00,31.63
2023-02-07 21:00:00,31.63
2023-02-07 21:05:00,31.63
2023-02-07 21:10:00,33.47
2023-02-07 21:15:00,40.77
2023-02-07 21:20:00,40.76
2023-02-07 21:25:00,38.05
2023-02-07 21:30:00,32.28
2023-02-07 21:35:00,31.37
2023-02-07 21:40:00,30.59
2023-02-07 21:45:00,30.59
2023-02-07 21:50:00,28.77
2023-02-07 21:55:00,28.32
2023-02-07 22:00:00,28.97
2023-02-07 22:05:00,28.9
2023-02-07 22:10:00,28.9
2023-02-07 22:15:00,28.9
2023-02-07 22:20:00,28.37
2023-02-07 22:25:00,28.37
2023-02-07 22:30:00,28.59
2023-02-07 22:35:00,28.59
2023-02-07 22:40:00,27.73
2023-02-07 22:45:00,27.73
2023-02-07 22:50:00,27.73
2023-02-07 22:55:00,26.35
2023-02-07 23:00:00,28.46
2023-02-07 23:05:00,28.46
2023-02-07 23:10:00,25.88
2023-02-07 23:15:00,27.16
2023-02-07 23:20:00,25.5
2023-02-07 23:25:00,26.83
2023-02-07 23:30:00,26.83
2023-02-07 23:35:00,26.83
2023-02-07 23:40:00,21.51
2023-02-07 23:45:00,21.51
2023-02-07 23:50:00,21.51
2023-02-07 23:55:00,20.49
2023-02-08 00:00:00,21.48
2023-02-08 00:05:00,21.48
2023-02-08 00:10:00,24.75
2023-02-08 00:15:00,24.75
2023-02-08 00:20:00,24.81
2023-02-08 00:25:00,24.81
2023-02-08 00:30:00,24.81
2023-02-08 00:35:00,24.59
2023-02-08 00:40:00,24.59
2023-02-08 00:45:00,24.59
2023-02-08 00:50:00,24.25
2023-02-08 00:55:00,24.09
2023-02-08 01:00:00,24.4
2023-02-08 01:05:00,23.89
2023-02-08 01:10:00,23.89
2023-02-08 01:15:00,24.74
2023-02-08 01:20:00,24.74
2023-02-08 01:25:00,24.4
2023-02-08 01:30:00,24.54
2023-02-08 01:35:00,24.54
2023-02-08 01:40:00,24.18
2023-02-08 01:45:00,23.92
2023-02-08 01:50:00,23.92
2023-02-08 01:55:00,23.92
2023-02-08 02:00:00,23.87
2023-02-08 02:05:00,24.17
2023-02-08 02:10:00,24.3
2023-02-08 02:15:00,24.3
2023-02-08 02:20:00,24.24
2023-02-08 02:25:00,24.24
2023-02-08 02:30:00,23.9
2023-02-08 02:35:00,23.79
2023-02-08 02:40:00,23.79
2023-02-08 02:45:00,22.75
2023-02-08 02:50:00,22.74
2023-02-08 02:55:00,22.74
2023-02-08 03:00:00,21.88
2023-02-08 03:05:00,21.88
2023-02-08 03:10:00,21.88
2023-02-08 03:15:00,22.44
2023-02-08 03:20:00,19.85
2023-02-08 03:25:00,22.13
2023-02-08 03:30:00,22.13
2023-02-08 03:35:00,19.82
2023-02-08 03:40:00,19.83
2023-02-08 03:45:00,19.83
2023-02-08 03:50:00,19.83
2023-02-08 03:55:00,22.13
2023-02-08 04:00:00,17.83
2023-02-08 04:05:00,17.83
2023-02-08 04:10:00,18.35
2023-02-08 04:15:00,19.85
2023-02-08 04:20:00,19.85
2023-02-08 04:25:00,22.13
2023-02-08 04:30:00,22.13
2023-02-08 04:35:00,22.45
2023-02-08 04:40:00,23.75
2023-02-08 04:45:00,23.94
2023-02-08 04:50:00,23.94
2023-02-08 04:55:00,24.45
2023-02-08 05:00:00,24.45
2023-02-08 05:05:00,22.23
2023-02-08 05:10:00,24.61
2023-02-08 05:15:00,24.61
2023-02-08 05:20:00,24.61
2023-02-08 05:25:00,24.61
2023-02-08 05:30:00,24.91
2023-02-08 05:35:00,25.43
2023-02-08 05:40:00,25.43
2023-02-08 05:45:00,28.13
2023-02-08 05:50:00,29.74
2023-02-08 05:55:00,29.73
2023-02-08 06:00:00,29.73
2023-02-08 06:05:00,30.92
2023-02-08 06:10:00,30.92
2023-02-08 06:15:00,45.63
2023-02-08 06:20:00,49.57
2023-02-08 06:25:00,49.6
2023-02-08 06:30:00,49.6
2023-02-08 06:35:00,55.76
2023-02-08 06:40:00,55.76
2023-02-08 06:45:00,57.58
2023-02-08 06:50:00,61.08
2023-02-08 06:55:00,61.08
2023-02-08 07:00:00,61.16
2023-02-08 07:05:00,64.26
2023-02-08 07:10:00,64.26
2023-02-08 07:15:00,61.43
2023-02-08 07:20:00,61.38
2023-02-08 07:25:00,61.38
2023-02-08 07:30:00,57.18
2023-02-08 07:35:00,57.18
2023-02-08 07:40:00,45.53
2023-02-08 07:45:00,45.53
2023-02-08 07:50:00,45.53
2023-02-08 07:55:00,42.14
2023-02-08 08:00:00,42.14
2023-02-08 08:05:00,61.09
2023-02-08 08:10:00,61.09
2023-02-08 08:15:00,44.06
2023-02-08 08:20:00,44.06
2023-02-08 08:25:00,44.62
2023-02-08 08:30:00,44.62
2023-02-08 08:35:00,40.69
2023-02-08 08:40:00,40.69
2023-02-08 08:45:00,38.68
2023-02-08 08:50:00,38.68
2023-02-08 08:55:00,35.1
2023-02-08 09:00:00,35.1
2023-02-08 09:05:00,31.16
2023-02-08 09:10:00,31.16
2023-02-08 09:15:00,28.34
2023-02-08 09:20:00,29.78
2023-02-08 09:25:00,29.78
2023-02-08 09:30:00,29.78
2023-02-08 09:35:00,26.56
2023-02-08 09:40:00,26.56
2023-02-08 09:45:00,26.0
2023-02-08 09:50:00,26.0
2023-02-08 09:55:00,27.72
2023-02-08 10:00:00,27.72
2023-02-08 10:05:00,30.75
2023-02-08 10:10:00,30.75
2023-02-08 10:15:00,28.06
2023-02-08 10:20:00,28.06
2023-02-08 10:25:00,26.18
2023-02-08 10:30:00,25.91
2023-02-08 10:35:00,25.93
2023-02-08 10:40:00,25.93
2023-02-08 10:45:00,25.16
2023-02-08 10:50:00,26.24
2023-02-08 10:55:00,26.24
2023-02-08 11:00:00,25.73
2023-02-08 11:05:00,25.96
2023-02-08 11:10:00,25.96
2023-02-08 11:15:00,25.73
2023-02-08 11:20:00,25.73
2023-02-08 11:25:00,25.68
2023-02-08 11:30:00,25.68
2023-02-08 11:35:00,26.68
2023-02-08 11:40:00,26.68
2023-02-08 11:45:00,25.01
2023-02-08 11:50:00,25.01
2023-02-08 11:55:00,25.01
2023-02-08 12:00:00,26.57
2023-02-08 12:05:00,26.57
2023-02-08 12:10:00,23.6
2023-02-08 12:15:00,23.6
2023-02-08 12:20:00,24.67
2023-02-08 12:25:00,24.67
2023-02-08 12:30:00,23.07
2023-02-08 12:35:00,20.13
2023-02-08 12:40:00,20.13
2023-02-08 12:45:00,20.13
2023-02-08 12:50:00,-25.55
2023-02-08 12:55:00,-25.55
2023-02-08 13:00:00,7.47
2023-02-08 13:05:00,7.47
2023-02-08 13:10:00,7.48
2023-02-08 13:15:00,7.48
2023-02-08 13:20:00,0.0
2023-02-08 13:25:00,0.0
2023-02-08 13:30:00,9.98
2023-02-08 13:35:00,9.98
2023-02-08 13:40:00,9.98
2023-02-08 13:45:00,9.96
2023-02-08 13:50:00,9.96
2023-02-08 13:55:00,7.46
2023-02-08 14:00:00,7.46
2023-02-08 14:05:00,9.96
2023-02-08 14:10:00,9.96
2023-02-08 14:15:00,19.58
2023-02-08 14:20:00,19.58
2023-02-08 14:25:00,19.59
2023-02-08 14:30:00,18.7
2023-02-08 14:35:00,19.92
2023-02-08 14:40:00,19.92
2023-02-08 14:45:00,19.99
2023-02-08 14:50:00,19.98
2023-02-08 14:55:00,19.98
2023-02-08 15:00:00,20.21
2023-02-08 15:05:00,20.21
2023-02-08 15:10:00,20.21
2023-02-08 15:15:00,19.34
2023-02-08 15:20:00,19.34
2023-02-08 15:25:00,22.36
2023-02-08 15:30:00,22.36
2023-02-08 15:35:00,23.24
2023-02-08 15:40:00,23.24
2023-02-08 15:45:00,24.83
2023-02-08 15:50:00,24.83
2023-02-08 15:55:00,27.48
2023-02-08 16:00:00,27.48
2023-02-08 16:05:00,25.0
2023-02-08 16:10:00,26.65
2023-02-08 16:15:00,27.49
2023-02-08 16:20:00,27.49
2023-02-08 16:25:00,28.65
2023-02-08 16:30:00,28.65
2023-02-08 16:35:00,39.14
2023-02-08 16:40:00,39.14
2023-02-08 16:45:00,56.08
2023-02-08 16:50:00,56.08
2023-02-08 16:55:00,55.59
2023-02-08 17:00:00,55.59
2023-02-08 17:05:00,48.44
2023-02-08 17:10:00,48.44
2023-02-08 17:15:00,48.07
2023-02-08 17:20:00,48.07
2023-02-08 17:25:00,60.75
2023-02-08 17:30:00,60.75
2023-02-08 17:35:00,56.87
2023-02-08 17:40:00,56.87
2023-02-08 17:45:00,56.09
2023-02-08 17:50:00,56.09
2023-02-08 17:55:00,56.19
2023-02-08 18:00:00,56.19
2023-02-08 18:05:00,59.3
2023-02-08 18:10:00,59.3
2023-02-08 18:15:00,39.25
2023-02-08 18:20:00,40.87
2023-02-08 18:25:00,40.87
2023-02-08 18:30:00,35.88
2023-02-08 18:35:00,31.99
2023-02-08 18:40:00,31.99
2023-02-08 18:45:00,29.34
2023-02-08 18:50:00,29.59
2023-02-08 18:55:00,29.59
2023-02-08 19:00:00,29.59
2023-02-08 19:05:00,35.92
2023-02-08 19:10:00,35.92
2023-02-08 19:15:00,29.23
2023-02-08 19:20:00,29.22
2023-02-08 19:25:00,29.22
2023-02-08 19:30:00,29.03
2023-02-08 19:35:00,29.03
2023-02-08 19:40:00,28.68
2023-02-08 19:45:00,28.68
2023-02-08 19:50:00,28.14
2023-02-08 19:55:00,28.14
2023-02-08 20:00:00,28.82
2023-02-08 20:05:00,28.82
2023-02-08 20:10:00,35.75
2023-02-08 20:15:00,35.75
2023-02-08 20:20:00,35.75
2023-02-08 20:25:00,27.99
2023-02-08 20:30:00,27.99
2023-02-08 20:35:00,26.95
2023-02-08 20:40:00,26.82
2023-02-08 20:45:00,26.82
2023-02-08 20:50:00,26.39
2023-02-08 20:55:00,26.39
2023-02-08 21:00:00,26.38
2023-02-08 21:05:00,26.38
2023-02-08 21:10:00,26.42
2023-02-08 21:15:00,26.42
2023-02-08 21:20:00,27.51
2023-02-08 21:25:00,27.51
2023-02-08 21:30:00,27.08
2023-02-08 21:35:00,27.08
2023-02-08 21:40:00,26.92
2023-02-08 21:45:00,26.92
2023-02-08 21:50:00,27.21
2023-02-08 21:55:00,27.21
2023-02-08 22:00:00,25.87
2023-02-08 22:05:00,25.87
2023-02-08 22:10:00,27.09
2023-02-08 22:15:00,27.09
2023-02-08 22:20:00,27.07
2023-02-08 22:25:00,27.07
2023-02-08 22:30:00,27.07
2023-02-08 22:35:00,25.58
2023-02-08 22:40:00,25.07
2023-02-08 22:45:00,25.07
2023-02-08 22:50:00,24.78
2023-02-08 22:55:00,24.78
2023-02-08 23:00:00,25.65
2023-02-08 23:05:00,25.65
2023-02-08 23:10:00,27.27
2023-02-08 23:15:00,27.27
2023-02-08 23:20:00,27.27
2023-02-08 23:25:00,27.31
2023-02-08 23:30:00,27.31
2023-02-08 23:35:00,27.31
2023-02-08 23:40:00,24.86
2023-02-08 23:45:00,24.86
2023-02-08 23:50:00,24.76
2023-02-08 23:55:00,24.76
2023-02-09 00:00:00,23.74
2023-02-09 00:05:00,23.84
2023-02-09 00:10:00,23.84
2023-02-09 00:15:00,23.74
2023-02-09 00:20:00,23.74
2023-02-09 00:25:00,23.32
2023-02-09 00:30:00,23.32
2023-02-09 00:35:00,23.27
2023-02-09 00:40:00,23.27
2023-02-09 00:45:00,23.24
2023-02-09 00:50:00,23.24
2023-02-09 00:55:00,23.24
2023-02-09 01:00:00,23.24
2023-02-09 01:05:00,23.9
2023-02-09 01:10:00,23.9
2023-02-09 01:15:00,22.93
2023-02-09 01:20:00,22.93
2023-02-09 01:25:00,22.75
2023-02-09 01:30:00,22.75
2023-02-09 01:35:00,22.59
2023-02-09 01:40:00,22.55
2023-02-09 01:45:00,22.55
2023-02-09 01:50:00,22.62
2023-02-09 01:55:00,22.62
2023-02-09 02:00:00,22.57
2023-02-09 02:05:00,22.57
2023-02-09 02:10:00,22.85
2023-02-09 02:15:00,22.44
2023-02-09 02:20:00,23.15
2023-02-09 02:25:00,23.15
2023-02-09 02:30:00,23.54
2023-02-09 02:35:00,23.54
2023-02-09 02:40:00,23.45
2023-02-09 02:45:00,23.45
2023-02-09 02:50:00,23.8
2023-02-09 02:55:00,23.8
2023-02-09 03:00:00,24.13
2023-02-09 03:05:00,24.13
2023-02-09 03:10:00,24.15
2023-02-09 03:15:00,24.15
2023-02-09 03:20:00,24.55
2023-02-09 03:25:00,24.55
2023-02-09 03:30:00,24.58
2023-02-09 03:35:00,24.8
2023-02-09 03:40:00,24.8
2023-02-09 03:45:00,24.8
2023-02-09 03:50:00,24.74
2023-02-09 03:55:00,24.82
2023-02-09 04:00:00,24.63
2023-02-09 04:05:00,24.63
2023-02-09 04:10:00,24.22
2023-02-09 04:15:00,24.22
2023-02-09 04:20:00,24.57
2023-02-09 04:25:00,24.57
2023-02-09 04:30:00,24.84
2023-02-09 04:35:00,25.83
2023-02-09 04:40:00,25.83
2023-02-09 04:45:00,24.92
2023-02-09 04:50:00,24.15
2023-02-09 04:55:00,24.59
2023-02-09 05:00:00,24.59
2023-02-09 05:05:00,26.89
2023-02-09 05:10:00,26.89
2023-02-09 05:15:00,34.44
2023-02-09 05:20:00,34.44
2023-02-09 05:25:00,36.14
2023-02-09 05:30:00,36.14
2023-02-09 05:35:00,38.61
2023-02-09 05:40:00,38.61
2023-02-09 05:45:00,32.09
2023-02-09 05:50:00,32.09
2023-02-09 05:55:00,34.59
2023-02-09 06:00:00,34.59
2023-02-09 06:05:00,28.95
2023-02-09 06:10:00,30.58
2023-02-09 06:15:00,30.58
2023-02-09 06:20:00,31.85
2023-02-09 06:25:00,35.39
2023-02-09 06:30:00,35.39
2023-02-09 06:35:00,35.71
2023-02-09 06:40:00,50.29
2023-02-09 06:45:00,50.29
2023-02-09 06:50:00,42.85
2023-02-09 06:55:00,50.38
2023-02-09 07:00:00,50.38
2023-02-09 07:05:00,43.78
2023-02-09 07:10:00,40.52
2023-02-09 07:15:00,42.58
2023-02-09 07:20:00,35.83
2023-02-09 07:25:00,35.78
2023-02-09 07:30:00,35.78
2023-02-09 07:35:00,35.75
2023-02-09 07:40:00,35.75
2023-02-09 07:45:00,35.72
2023-02-09 07:50:00,35.72
2023-02-09 07:55:00,33.09
2023-02-09 08:00:00,39.39
2023-02-09 08:05:00,42.69
2023-02-09 08:10:00,38.98
2023-02-09 08:15:00,38.98
2023-02-09 08:20:00,32.2
2023-02-09 08:25:00,31.1
2023-02-09 08:30:00,31.1
2023-02-09 08:35:00,31.87
2023-02-09 08:40:00,31.87
2023-02-09 08:45:00,27.38
2023-02-09 08:50:00,27.41
2023-02-09 08:55:00,28.5
2023-02-09 09:00:00,28.5
2023-02-09 09:05:00,30.84
2023-02-09 09:10:00,30.84
2023-02-09 09:15:00,32.04
2023-02-09 09:20:00,31.73
2023-02-09 09:25:00,32.06
2023-02-09 09:30:00,31.02
2023-02-09 09:35:00,31.02
2023-02-09 09:40:00,28.19
2023-02-09 09:45:00,28.2
2023-02-09 09:50:00,28.2
2023-02-09 09:55:00,28.77
2023-02-09 10:00:00,29.19
2023-02-09 10:05:00,29.22
2023-02-09 10:10:00,28.89
2023-02-09 10:15:00,29.25
2023-02-09 10:20:00,33.37
2023-02-09 10:25:00,34.61
2023-02-09 10:30:00,36.81
2023-02-09 10:35:00,36.8
2023-02-09 10:40:00,39.18
2023-02-09 10:45:00,39.18
2023-02-09 10:50:00,34.79
2023-02-09 10:55:00,34.79
2023-02-09 11:00:00,34.81
2023-02-09 11:05:00,36.8
2023-02-09 11:10:00,36.8
2023-02-09 11:15:00,44.47
2023-02-09 11:20:00,36.61
2023-02-09 11:25:00,43.01
2023-02-09 11:30:00,48.33
2023-02-09 11:35:00,48.33
2023-02-09 11:40:00,35.35
2023-02-09 11:45:00,49.32
2023-02-09 11:50:00,49.31
2023-02-09 11:55:00,49.3
2023-02-09 12:00:00,49.3
2023-02-09 12:05:00,49.31
2023-02-09 12:10:00,40.13
2023-02-09 12:15:00,40.13
2023-02-09 12:20:00,34.92
2023-02-09 12:25:00,34.88
2023-02-09 12:30:00,34.86
2023-02-09 12:35:00,34.85
2023-02-09 12:40:00,34.83
2023-02-09 12:45:00,34.83
2023-02-09 12:50:00,34.77
2023-02-09 12:55:00,35.32
2023-02-09 13:00:00,35.32
2023-02-09 13:05:00,29.91
2023-02-09 13:10:00,32.61
2023-02-09 13:15:00,32.61
2023-02-09 13:20:00,32.67
2023-02-09 13:25:00,32.65
2023-02-09 13:30:00,32.65
2023-02-09 13:35:00,32.66
2023-02-09 13:40:00,32.69
2023-02-09 13:45:00,34.62
2023-02-09 13:50:00,34.62
2023-02-09 13:55:00,34.01
2023-02-09 14:00:00,32.78
2023-02-09 14:05:00,32.78
2023-02-09 14:10:00,30.79
2023-02-09 14:15:00,29.21
2023-02-09 14:20:00,29.21
2023-02-09 14:25:00,29.21
2023-02-09 14:30:00,29.21
2023-02-09 14:35:00,30.96
2023-02-09 14:40:00,30.96
2023-02-09 14:45:00,32.81
2023-02-09 14:50:00,30.11
2023-02-09 14:55:00,30.6
2023-02-09 15:00:00,30.6
2023-02-09 15:05:00,33.33
2023-02-09 15:10:00,34.25
2023-02-09 15:15:00,32.89
2023-02-09 15:20:00,32.89
2023-02-09 15:25:00,33.14
2023-02-09 15:30:00,32.87
2023-02-09 15:35:00,34.63
2023-02-09 15:40:00,34.63
2023-02-09 15:45:00,41.2
2023-02-09 15:50:00,41.2
2023-02-09 15:55:00,41.25
2023-02-09 16:00:00,41.25
2023-02-09 16:05:00,29.6
2023-02-09 16:10:00,28.6
2023-02-09 16:15:00,29.9
2023-02-09 16:20:00,30.89
2023-02-09 16:25:00,29.0
2023-02-09 16:30:00,29.0
2023-02-09 16:35:00,31.9
2023-02-09 16:40:00,44.85
2023-02-09 16:45:00,44.85
2023-02-09 16:50:00,34.22
2023-02-09 16:55:00,34.22
2023-02-09 17:00:00,46.86
2023-02-09 17:05:00,47.96
2023-02-09 17:10:00,47.96
2023-02-09 17:15:00,46.95
2023-02-09 17:20:00,46.93
2023-02-09 17:25:00,46.91
2023-02-09 17:30:00,47.93
2023-02-09 17:35:00,47.93
2023-02-09 17:40:00,47.96
2023-02-09 17:45:00,48.04
2023-02-09 17:50:00,48.04
2023-02-09 17:55:00,48.04
2023-02-09 18:00:00,48.07
2023-02-09 18:05:00,48.07
2023-02-09 18:10:00,48.05
2023-02-09 18:15:00,48.05
2023-02-09 18:20:00,48.05
2023-02-09 18:25:00,47.99
2023-02-09 18:30:00,47.99
2023-02-09 18:35:00,46.96
2023-02-09 18:40:00,46.96
2023-02-09 18:45:00,46.96
2023-02-09 18:50:00,29.93
2023-02-09 18:55:00,29.93
2023-02-09 19:00:00,33.01
2023-02-09 19:05:00,29.92
2023-02-09 19:10:00,32.93
2023-02-09 19:15:00,32.93
2023-02-09 19:20:00,28.96
2023-02-09 19:25:00,28.96
2023-02-09 19:30:00,28.96
2023-02-09 19:35:00,27.58
2023-02-09 19:40:00,27.58
2023-02-09 19:45:00,27.64
2023-02-09 19:50:00,27.41
2023-02-09 19:55:00,27.41
2023-02-09 20:00:00,45.85
2023-02-09 20:05:00,45.77
2023-02-09 20:10:00,38.67
2023-02-09 20:15:00,38.67
2023-02-09 20:20:00,28.47
2023-02-09 20:25:00,28.47
2023-02-09 20:30:00,28.47
2023-02-09 20:35:00,27.11
2023-02-09 20:40:00,27.11
2023-02-09 20:45:00,25.04
2023-02-09 20:50:00,25.04
2023-02-09 20:55:00,24.52
2023-02-09 21:00:00,25.37
2023-02-09 21:05:00,25.75
2023-02-09 21:10:00,25.75
2023-02-09 21:15:00,25.75
2023-02-09 21:20:00,25.76
2023-02-09 21:25:00,25.76
2023-02-09 21:30:00,24.16
2023-02-09 21:35:00,23.77
2023-02-09 21:40:00,23.77
2023-02-09 21:45:00,23.77
2023-02-09 21:50:00,23.31
2023-02-09 21:55:00,23.8
2023-02-09 22:00:00,22.49
2023-02-09 22:05:00,24.41
2023-02-09 22:10:00,24.1
2023-02-09 22:15:00,24.1
2023-02-09 22:20:00,24.08
2023-02-09 22:25:00,23.84
2023-02-09 22:30:00,23.84
2023-02-09 22:35:00,22.47
2023-02-09 22:40:00,22.47
2023-02-09 22:45:00,22.47
2023-02-09 22:50:00,20.91
2023-02-09 22:55:00,20.91
2023-02-09 23:00:00,20.91
2023-02-09 23:05:00,21.97
2023-02-09 23:10:00,21.97
2023-02-09 23:15:00,21.97
2023-02-09 23:20:00,21.94
2023-02-09 23:25:00,21.94
2023-02-09 23:30:00,22.67
2023-02-09 23:35:00,23.83
2023-02-09 23:40:00,23.2
2023-02-09 23:45:00,23.2
2023-02-09 23:50:00,23.22
2023-02-09 23:55:00,23.8
2023-02-10 00:00:00,23.8
2023-02-10 00:05:00,21.61
2023-02-10 00:10:00,22.38
2023-02-10 00:15:00,22.38
2023-02-10 00:20:00,21.83
2023-02-10 00:25:00,21.83
2023-02-10 00:30:00,20.39
2023-02-10 00:35:00,19.84
2023-02-10 00:40:00,19.84
2023-02-10 00:45:00,19.84
2023-02-10 00:50:00,19.87
2023-02-10 00:55:00,19.87
2023-02-10 01:00:00,20.13
2023-02-10 01:05:00,20.13
2023-02-10 01:10:00,21.56
2023-02-10 01:15:00,21.56
2023-02-10 01:20:00,20.06
2023-02-10 01:25:00,20.51
2023-02-10 01:30:00,19.94
2023-02-10 01:35:00,19.98
2023-02-10 01:40:00,19.98
2023-02-10 01:45:00,19.98
2023-02-10 01:50:00,19.37
2023-02-10 01:55:00,18.9
2023-02-10 02:00:00,18.9
2023-02-10 02:05:00,18.41
2023-02-10 02:10:00,18.41
2023-02-10 02:15:00,18.89
2023-02-10 02:20:00,18.89
2023-02-10 02:25:00,18.11
2023-02-10 02:30:00,18.11
2023-02-10 02:35:00,14.18
2023-02-10 02:40:00,18.07
2023-02-10 02:45:00,18.07
2023-02-10 02:50:00,18.4
2023-02-10 02:55:00,18.4
2023-02-10 03:00:00,18.4
2023-02-10 03:05:00,18.46
2023-02-10 03:10:00,18.46
2023-02-10 03:15:00,18.46
2023-02-10 03:20:00,18.46
2023-02-10 03:25:00,18.07
